ID,Hex,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
21010900,14099D4,Cold Spiked Caestus,冷たいスパイクセスタス,寒冷棘刺搏击手套,Морозний шипований кест,,Морозный шипастый цестус,,
21011000,1409A38,Poison Spiked Caestus,毒のスパイクセスタス,毒棘刺搏击手套,Отруйний шипований кест,,Отравленный шипастый цестус,,
21011100,1409A9C,Blood Spiked Caestus,血のスパイクセスタス,血棘刺搏击手套,Кривавий шипований кест,,Кровавый шипастый цестус,,
21011200,1409B00,Occult Spiked Caestus,神秘のスパイクセスタス,神秘棘刺搏击手套,Окультний шипований кест,,Оккультный шипастый цестус,,
21060000,14159A0,Grafted Dragon,接がれた飛竜,接肢飞龙,Припнутий дракон,,Привитый дракон,,
21070000,14180B0,Iron Ball,鉄球拳,铁球拳套,Залізна куля,,Железный меч-сфера,,
21070100,1418114,Heavy Iron Ball,重厚な鉄球拳,厚重铁球拳套,Важка залізна куля,,Тяжёлый железный меч-сфера,,
21070200,1418178,Keen Iron Ball,鋭利な鉄球拳,锋利铁球拳套,Стрімка залізна куля,,Острый железный меч-сфера,,
21070300,14181DC,Quality Iron Ball,上質な鉄球拳,优质铁球拳套,Якісна залізна куля,,Качественный железный меч-сфера,,
21070400,1418240,Fire Iron Ball,炎の鉄球拳,火焰铁球拳套,Вогняна залізна куля,,Огненный железный меч-сфера,,
21070500,14182A4,Flame Art Iron Ball,炎術の鉄球拳,焰术铁球拳套,Полум'яна залізна куля,,Пылающий железный меч-сфера,,
21070600,1418308,Lightning Iron Ball,雷の鉄球拳,雷电铁球拳套,Блискавкова залізна куля,,Громовой железный меч-сфера,,
21070700,141836C,Sacred Iron Ball,神聖な鉄球拳,神圣铁球拳套,Священна залізна куля,,Священный железный меч-сфера,,
21070800,14183D0,Magic Iron Ball,魔力の鉄球拳,魔力铁球拳套,Магічна залізна куля,,Зачарованный железный меч-сфера,,
21070900,1418434,Cold Iron Ball,冷たい鉄球拳,寒冷铁球拳套,Морозна залізна куля,,Морозный железный меч-сфера,,
21071000,1418498,Poison Iron Ball,毒の鉄球拳,毒铁球拳套,Отруйна залізна куля,,Отравленный железный меч-сфера,,
21071100,14184FC,Blood Iron Ball,血の鉄球拳,血铁球拳套,Кривава залізна куля,,Кровавый железный меч-сфера,,
21071200,1418560,Occult Iron Ball,神秘の鉄球拳,神秘铁球拳套,Окультна залізна куля,,Оккультный железный меч-сфера,,
21080000,141A7C0,Star Fist,棘球拳,晨星拳套,Зоряний кулак,,Звёздный меч-сфера,,
21080100,141A824,Heavy Star Fist,重厚な棘球拳,厚重晨星拳套,Важкий зоряний кулак,,Тяжёлый звёздный меч-сфера,,
21080200,141A888,Keen Star Fist,鋭利な棘球拳,锋利晨星拳套,Стрімкий зоряний кулак,,Острый звёздный меч-сфера,,
21080300,141A8EC,Quality Star Fist,上質な棘球拳,优质晨星拳套,Якісний зоряний кулак,,Качественный звёздный меч-сфера,,
21080400,141A950,Fire Star Fist,炎の棘球拳,火焰晨星拳套,Вогняний зоряний кулак,,Огненный звёздный меч-сфера,,
21080500,141A9B4,Flame Art Star Fist,炎術の棘球拳,焰术晨星拳套,Полум'яний зоряний кулак,,Пылающий звёздный меч-сфера,,
21080600,141AA18,Lightning Star Fist,雷の棘球拳,雷电晨星拳套,Блискавковий зоряний кулак,,Громовой звёздный меч-сфера,,
21080700,141AA7C,Sacred Star Fist,神聖な棘球拳,神圣晨星拳套,Священний зоряний кулак,,Священный звёздный меч-сфера,,
21080800,141AAE0,Magic Star Fist,魔力の棘球拳,魔力晨星拳套,Магічний зоряний кулак,,Зачарованный звёздный меч-сфера,,
21080900,141AB44,Cold Star Fist,冷たい棘球拳,寒冷晨星拳套,Морозний зоряний кулак,,Морозный звёздный меч-сфера,,
21081000,141ABA8,Poison Star Fist,毒の棘球拳,毒晨星拳套,Отруйний зоряний кулак,,Отравленный звёздный меч-сфера,,
21081100,141AC0C,Blood Star Fist,血の棘球拳,血晨星拳套,Кривавий зоряний кулак,,Кровавый звёздный меч-сфера,,
21081200,141AC70,Occult Star Fist,神秘の棘球拳,神秘晨星拳套,Окультний зоряний кулак,,Оккультный звёздный меч-сфера,,
21100000,141F5E0,Katar,カタール,拳剑,Катар,,Катар,,
21100100,141F644,Heavy Katar,重厚なカタール,厚重拳剑,Важкий катар,,Тяжёлый катар,,
21100200,141F6A8,Keen Katar,鋭利なカタール,锋利拳剑,Стрімкий катар,,Острый катар,,
21100300,141F70C,Quality Katar,上質なカタール,优质拳剑,Якісний катар,,Качественный катар,,
21100400,141F770,Fire Katar,炎のカタール,火焰拳剑,Вогняний катар,,Огненный катар,,
21100500,141F7D4,Flame Art Katar,炎術のカタール,焰术拳剑,Полум'яний катар,,Пылающий катар,,
21100600,141F838,Lightning Katar,雷のカタール,雷电拳剑,Блискавковий катар,,Громовой катар,,
21100700,141F89C,Sacred Katar,神聖なカタール,神圣拳剑,Священний катар,,Священный катар,,
21100800,141F900,Magic Katar,魔力のカタール,魔力拳剑,Магічний катар,,Зачарованный катар,,
21100900,141F964,Cold Katar,冷たいカタール,寒冷拳剑,Морозний катар,,Морозный катар,,
21101000,141F9C8,Poison Katar,毒のカタール,毒拳剑,Отруйний катар,,Отравленный катар,,
21101100,141FA2C,Blood Katar,血のカタール,血拳剑,Кривавий катар,,Кровавый катар,,
21101200,141FA90,Occult Katar,神秘のカタール,神秘拳剑,Окультний катар,,Оккультный катар,,
21110000,1421CF0,Clinging Bone,縋り付く手骨,攀附手骨,Чіпкі кістки,,Цепкая кость,,
21120000,1424400,Veteran's Prosthesis,宿将の義足,老将的义足,Протез ветерана,,Протез ветерана,,
21130000,1426B10,Cipher Pata,秘文字のパタ,秘文帕塔剑,Тайнописта пата,,Пата с тайнописью,,
22000000,14FB180,Hookclaws,鉤爪,钩爪,Кігті,,Крюки-когти,,
22000100,14FB1E4,Heavy Hookclaws,重厚な鉤爪,厚重钩爪,Важкі кігті,,Тяжёлые крюки-когти,,
22000200,14FB248,Keen Hookclaws,鋭利な鉤爪,锋利钩爪,Стрімкі кігті,,Острые крюки-когти,,
22000300,14FB2AC,Quality Hookclaws,上質な鉤爪,优质钩爪,Якісні кігті,,Качественные крюки-когти,,
22000400,14FB310,Fire Hookclaws,炎の鉤爪,火焰钩爪,Вогняні кігті,,Огненные крюки-когти,,
22000500,14FB374,Flame Art Hookclaws,炎術の鉤爪,焰术钩爪,Полум'яні кігті,,Пылающие крюки-когти,,
22000600,14FB3D8,Lightning Hookclaws,雷の鉤爪,雷电钩爪,Блискавкові кігті,,Громовые крюки-когти,,
22000700,14FB43C,Sacred Hookclaws,神聖な鉤爪,神圣钩爪,Священні кігті,,Священные крюки-когти,,
22000800,14FB4A0,Magic Hookclaws,魔力の鉤爪,魔力钩爪,Магічні кігті,,Зачарованные крюки-когти,,
22000900,14FB504,Cold Hookclaws,冷たい鉤爪,寒冷钩爪,Морозні кігті,,Морозные крюки-когти,,
22001000,14FB568,Poison Hookclaws,毒の鉤爪,毒钩爪,Отруйні кігті,,Отравленные крюки-когти,,
22001100,14FB5CC,Blood Hookclaws,血の鉤爪,血钩爪,Криваві кігті,,Кровавые крюки-когти,,
22001200,14FB630,Occult Hookclaws,神秘の鉤爪,神秘钩爪,Окультні кігті,,Оккультные крюки-когти,,
22010000,14FD890,Venomous Fang,毒蛇の牙,毒蛇牙,Зміїне ікло,,Змеиный клык,,
22010100,14FD8F4,Heavy Venomous Fang,重厚な毒蛇牙,厚重毒蛇牙,Важке зміїне ікло,,Тяжёлый змеиный клык,,
22010200,14FD958,Keen Venomous Fang,鋭利な毒蛇牙,锋利毒蛇牙,Стрімке зміїне ікло,,Острый змеиный клык,,
22010300,14FD9BC,Quality Venomous Fang,上質な毒蛇牙,优质毒蛇牙,Якісне зміїне ікло,,Качественный змеиный клык,,
22010400,14FDA20,Fire Venomous Fang,炎の毒蛇牙,火焰毒蛇牙,Вогняне зміїне ікло,,Огненный змеиный клык,,
22010500,14FDA84,Flame Art Venomous Fang,炎術の毒蛇牙,焰术毒蛇牙,Полум'яне зміїне ікло,,Пылающий змеиный клык,,
22010600,14FDAE8,Lightning Venomous Fang,雷の毒蛇牙,雷电毒蛇牙,Блискавкове зміїне ікло,,Громовой змеиный клык,,
22010700,14FDB4C,Sacred Venomous Fang,神聖な毒蛇牙,神圣毒蛇牙,Священне зміїне ікло,,Священный змеиный клык,,
22010800,14FDBB0,Magic Venomous Fang,魔力の毒蛇牙,魔力毒蛇牙,Магічне зміїне ікло,,Зачарованный змеиный клык,,
22010900,14FDC14,Cold Venomous Fang,冷たい毒蛇牙,寒冷毒蛇牙,Морозне зміїне ікло,,Морозный змеиный клык,,
22011000,14FDC78,Poison Venomous Fang,毒の毒蛇牙,毒毒蛇牙,Отруйне зміїне ікло,,Отравленный змеиный клык,,
22011100,14FDCDC,Blood Venomous Fang,血の毒蛇牙,血毒蛇牙,Криваве зміїне ікло,,Кровавый змеиный клык,,
22011200,14FDD40,Occult Venomous Fang,神秘の毒蛇牙,神秘毒蛇牙,Окультне зміїне ікло,,Оккультный змеиный клык,,
22020000,14FFFA0,Bloodhound Claws,猟犬の爪,猎犬弯爪,Кігті гончака,,Когти ищеек,,
22020100,1500004,Heavy Bloodhound Claws,重厚な猟犬爪,厚重猎犬弯爪,Важкі кігті гончака,,Тяжёлые когти ищеек,,
22020200,1500068,Keen Bloodhound Claws,鋭利な猟犬爪,锋利猎犬弯爪,Стрімкі кігті гончака,,Острые когти ищеек,,
22020300,15000CC,Quality Bloodhound Claws,上質な猟犬爪,优质猎犬弯爪,Якісні кігті гончака,,Качественные когти ищеек,,
22020400,1500130,Fire Bloodhound Claws,炎の猟犬爪,火焰猎犬弯爪,Вогняні кігті гончака,,Огненные когти ищеек,,
22020500,1500194,Flame Art Bloodhound Claws,炎術の猟犬爪,焰术猎犬弯爪,Полум'яні кігті гончака,,Пылающие когти ищеек,,
22020600,15001F8,Lightning Bloodhound Claws,雷の猟犬爪,雷电猎犬弯爪,Блискавкові кігті гончака,,Громовые когти ищеек,,
22020700,150025C,Sacred Bloodhound Claws,神聖な猟犬爪,神圣猎犬弯爪,Священні кігті гончака,,Священные когти ищеек,,
22020800,15002C0,Magic Bloodhound Claws,魔力の猟犬爪,魔力猎犬弯爪,Магічні кігті гончака,,Зачарованные когти ищеек,,
22020900,1500324,Cold Bloodhound Claws,冷たい猟犬爪,寒冷猎犬弯爪,Морозні кігті гончака,,Морозные когти ищеек,,
22021000,1500388,Poison Bloodhound Claws,毒の猟犬爪,毒猎犬弯爪,Отруйні кігті гончака,,Отравленные когти ищеек,,
22021100,15003EC,Blood Bloodhound Claws,血の猟犬爪,血猎犬弯爪,Криваві кігті гончака,,Кровавые когти ищеек,,
22021200,1500450,Occult Bloodhound Claws,神秘の猟犬爪,神秘猎犬弯爪,Окультні кігті гончака,,Оккультные когти ищеек,,
22030000,15026B0,Raptor Talons,猛禽の鉤爪,猛禽钩爪,Кігті хижака,,Когти хищника,,
22030100,1502714,Heavy Raptor Talons,重厚な猛禽鉤爪,厚重猛禽钩爪,Важкі кігті хижака,,Тяжёлые когти хищника,,
22030200,1502778,Keen Raptor Talons,鋭利な猛禽鉤爪,锋利猛禽钩爪,Стрімкі кігті хижака,,Острые когти хищника,,
22030300,15027DC,Quality Raptor Talons,上質な猛禽鉤爪,优质猛禽钩爪,Якісні кігті хижака,,Качественные когти хищника,,
22030400,1502840,Fire Raptor Talons,炎の猛禽鉤爪,火焰猛禽钩爪,Вогняні кігті хижака,,Огненные когти хищника,,
22030500,15028A4,Flame Art Raptor Talons,炎術の猛禽鉤爪,焰术猛禽钩爪,Полум'яні кігті хижака,,Пылающие когти хищника,,
22030600,1502908,Lightning Raptor Talons,雷の猛禽鉤爪,雷电猛禽钩爪,Блискавкові кігті хижака,,Громовые когти хищника,,
22030700,150296C,Sacred Raptor Talons,神聖な猛禽鉤爪,神圣猛禽钩爪,Священні кігті хижака,,Священные когти хищника,,
22030800,15029D0,Magic Raptor Talons,魔力の猛禽鉤爪,魔力猛禽钩爪,Магічні кігті хижака,,Зачарованные когти хищника,,
22030900,1502A34,Cold Raptor Talons,冷たい猛禽鉤爪,寒冷猛禽钩爪,Морозні кігті хижака,,Морозные когти хищника,,
22031000,1502A98,Poison Raptor Talons,毒の猛禽鉤爪,毒猛禽钩爪,Отруйні кігті хижака,,Отравленные когти хищника,,
22031100,1502AFC,Blood Raptor Talons,血の猛禽鉤爪,血猛禽钩爪,Криваві кігті хижака,,Кровавые когти хищника,,
22031200,1502B60,Occult Raptor Talons,神秘の猛禽鉤爪,神秘猛禽钩爪,Окультні кігті хижака,,Оккультные когти хищника,,
23000000,15EF3C0,Prelate's Inferno Crozier,司教の大炎槌,主教大火槌,Пекельний посох прелата,,Адский посох прелата,,
23000100,15EF424,Prelate's Heavy Inferno Crozier,重厚な司教大炎槌,厚重主教大火槌,Важкий пекельний посох прелата,,Тяжёлый адский посох прелата,,
23000200,15EF488,Prelate's Keen Inferno Crozier,鋭利な司教大炎槌,锋利主教大火槌,Стрімкий пекельний посох прелата,,Острый адский посох прелата,,
23000300,15EF4EC,Prelate's Quality Inferno Crozier,上質な司教大炎槌,优质主教大火槌,Якісний пекельний посох прелата,,Качественный адский посох прелата,,
23000400,15EF550,Prelate's Fire Inferno Crozier,炎の司教大炎槌,火焰主教大火槌,Вогняний пекельний посох прелата,,Огненный адский посох прелата,,
23000500,15EF5B4,Prelate's Flame Art Inferno Crozier,炎術の司教大炎槌,焰术主教大火槌,Полум'яний пекельний посох прелата,,Пылающий адский посох прелата,,
23000600,15EF618,Prelate's Lightning Inferno Crozier,雷の司教大炎槌,雷电主教大火槌,Блискавковий пекельний посох прелата,,Громовой адский посох прелата,,
23000700,15EF67C,Prelate's Sacred Inferno Crozier,神聖な司教大炎槌,神圣主教大火槌,Священний пекельний посох прелата,,Священный адский посох прелата,,
23000800,15EF6E0,Prelate's Magic Inferno Crozier,魔力の司教大炎槌,魔力主教大火槌,Магічний пекельний посох прелата,,Зачарованный адский посох прелата,,
23000900,15EF744,Prelate's Cold Inferno Crozier,冷たい司教大炎槌,寒冷主教大火槌,Морозний пекельний посох прелата,,Морозный адский посох прелата,,
23001000,15EF7A8,Prelate's Poison Inferno Crozier,毒の司教大炎槌,毒主教大火槌,Отруйний пекельний посох прелата,,Отравленный адский посох прелата,,
23001100,15EF80C,Prelate's Blood Inferno Crozier,血の司教大炎槌,血主教大火槌,Кривавий пекельний посох прелата,,Кровавый адский посох прелата,,
23001200,15EF870,Prelate's Occult Inferno Crozier,神秘の司教大炎槌,神秘主教大火槌,Окультний пекельний посох прелата,,Оккультный адский посох прелата,,
23010000,15F1AD0,Watchdog's Staff,番犬の錫杖,看门犬锡杖,Посох вартового пса,,Посох цербера,,
23010100,15F1B34,Heavy Watchdog's Crosier,,,,,,,
23010200,15F1B98,Keen Watchdog's Crosier,,,,,,,
23010300,15F1BFC,Quality Watchdog's Crosier,,,,,,,
23010400,15F1C60,Fire Watchdog's Crosier,,,,,,,
23010500,15F1CC4,Flame Art Watchdog's Crosier,,,,,,,
23010600,15F1D28,Lightning Watchdog's Crosier,,,,,,,
23010700,15F1D8C,Sacred Watchdog's Crosier,,,,,,,
23010800,15F1DF0,Magic Watchdog's Crosier,,,,,,,
23010900,15F1E54,Cold Watchdog's Crosier,,,,,,,
23011000,15F1EB8,Poison Watchdog's Crosier,,,,,,,
23011100,15F1F1C,Blood Watchdog's Crosier,,,,,,,
23011200,15F1F80,Occult Watchdog's Crosier,,,,,,,
23020000,15F41E0,Great Club,グレートクラブ,巨型棍棒,Велика довбня,,Большая дубина,,
23020100,15F4244,Heavy Great Club,重厚なグレートクラブ,厚重巨型棍棒,[ERROR]Важка велика довбня,,Тяжёлая большая дубина,,
23020200,15F42A8,Keen Great Club,鋭利なグレートクラブ,锋利巨型棍棒,[ERROR]Стрімка велика довбня,,Острая большая дубина,,
23020300,15F430C,Quality Great Club,上質なグレートクラブ,优质巨型棍棒,[ERROR]Якісна велика довбня,,Качественная большая дубина,,
23020400,15F4370,Fire Great Club,炎のグレートクラブ,火焰巨型棍棒,[ERROR]Вогняна велика довбня,,Огненная большая дубина,,
23020500,15F43D4,Flame Art Great Club,炎術のグレートクラブ,焰术巨型棍棒,[ERROR]Полум'яна велика довбня,,Пылающая большая дубина,,
23020600,15F4438,Lightning Great Club,雷のグレートクラブ,雷电巨型棍棒,[ERROR]Блискавкова велика довбня,,Громовая большая дубина,,
23020700,15F449C,Sacred Great Club,神聖なグレートクラブ,神圣巨型棍棒,[ERROR]Священна велика довбня,,Священная большая дубина,,
23020800,15F4500,Magic Great Club,魔力のグレートクラブ,魔力巨型棍棒,[ERROR]Магічна велика довбня,,Зачарованная большая дубина,,
23020900,15F4564,Cold Great Club,冷たいグレートクラブ,寒冷巨型棍棒,[ERROR]Морозна велика довбня,,Морозная большая дубина,,
23021000,15F45C8,Poison Great Club,毒のグレートクラブ,毒巨型棍棒,[ERROR]Отруйна велика довбня,,Отравленная большая дубина,,
23021100,15F462C,Blood Great Club,血のグレートクラブ,血巨型棍棒,[ERROR]Кривава велика довбня,,Кровавая большая дубина,,
23021200,15F4690,Occult Great Club,神秘のグレートクラブ,神秘巨型棍棒,[ERROR]Окультна велика довбня,,Оккультная большая дубина,,
23030000,15F68F0,Envoy's Greathorn,使者たちの扇笛,众使者的扇形笛子,Великий ріг посланця,,Большой рожок посланца,,
23040000,15F9000,Duelist Greataxe,闘士の大斧,斗士大斧,Велика сокира дуелянта,,Секира дуэлянта,,
23040100,15F9064,Heavy Duelist Greataxe,重厚な闘士大斧,厚重斗士大斧,Важка велика сокира дуелянта,,Тяжёлая секира дуэлянта,,
23040200,15F90C8,Keen Duelist Greataxe,鋭利な闘士大斧,锋利斗士大斧,Стрімка велика сокира дуелянта,,Острая секира дуэлянта,,
23040300,15F912C,Quality Duelist Greataxe,上質な闘士大斧,优质斗士大斧,Якісна велика сокира дуелянта,,Качественная секира дуэлянта,,
23040400,15F9190,Fire Duelist Greataxe,炎の闘士大斧,火焰斗士大斧,Вогняна велика сокира дуелянта,,Огненная секира дуэлянта,,
23040500,15F91F4,Flame Art Duelist Greataxe,炎術の闘士大斧,焰术斗士大斧,Полум'яна велика сокира дуелянта,,Пылающая секира дуэлянта,,
23040600,15F9258,Lightning Duelist Greataxe,雷の闘士大斧,雷电斗士大斧,Блискавкова велика сокира дуелянта,,Громовая секира дуэлянта,,
23040700,15F92BC,Sacred Duelist Greataxe,神聖な闘士大斧,神圣斗士大斧,Священна велика сокира дуелянта,,Священная секира дуэлянта,,
23040800,15F9320,Magic Duelist Greataxe,魔力の闘士大斧,魔力斗士大斧,Магічна велика сокира дуелянта,,Зачарованная секира дуэлянта,,
23040900,15F9384,Cold Duelist Greataxe,冷たい闘士大斧,寒冷斗士大斧,Морозна велика сокира дуелянта,,Морозная секира дуэлянта,,
23041000,15F93E8,Poison Duelist Greataxe,毒の闘士大斧,毒斗士大斧,Отруйна велика сокира дуелянта,,Отравленная секира дуэлянта,,
23041100,15F944C,Blood Duelist Greataxe,血の闘士大斧,血斗士大斧,Кривава велика сокира дуелянта,,Кровавая секира дуэлянта,,
23041200,15F94B0,Occult Duelist Greataxe,神秘の闘士大斧,神秘斗士大斧,Окультна велика сокира дуелянта,,Оккультная секира дуэлянта,,
23050000,15FB710,Axe of Godfrey,ゴッドフレイの王斧,葛孚雷的王斧,Сокира Ґодфрі,,Топор Годфри,,
23060000,15FDE20,Dragon Greatclaw,大竜爪,大龙爪,Великий кіготь дракона,,Драконий коготь,,
23070000,1600530,Staff of the Avatar,化身の儀仗,化身仪式杖,Посох втілення,,Посох воплощения,,
23080000,1602C40,Fallingstar Beast Jaw,星獣の顎,星兽半颚,Щелепа звіра впалої зірки,,Челюсть зверя Падающей звезды,,
23100000,1607A60,Ghiza's Wheel,ギーザの車輪,基萨的刺轮,Колесо Ґізи,,Колесо Гизы,,
23110000,160A170,Giant-Crusher,巨人砕き,粉碎巨人槌,Руйнівник велетнів,,Гроза великанов,,
23110100,160A1D4,Heavy Giant-Crusher,重厚な巨人砕き,厚重粉碎巨人槌,Важкий руйнівник велетнів,,Тяжёлая гроза великанов,,
23110200,160A238,Keen Giant-Crusher,鋭利な巨人砕き,锋利粉碎巨人槌,Стрімкий руйнівник велетнів,,Острая гроза великанов,,
23110300,160A29C,Quality Giant-Crusher,上質な巨人砕き,优质粉碎巨人槌,Якісний руйнівник велетнів,,Качественная гроза великанов,,
23110400,160A300,Fire Giant-Crusher,炎の巨人砕き,火焰粉碎巨人槌,Вогняний руйнівник велетнів,,Огненная гроза великанов,,
23110500,160A364,Flame Art Giant-Crusher,炎術の巨人砕き,焰术粉碎巨人槌,Полум'яний руйнівник велетнів,,Пылающая гроза великанов,,
23110600,160A3C8,Lightning Giant-Crusher,雷の巨人砕き,雷电粉碎巨人槌,Блискавковий руйнівник велетнів,,Громовая гроза великанов,,
23110700,160A42C,Sacred Giant-Crusher,神聖な巨人砕き,神圣粉碎巨人槌,Священний руйнівник велетнів,,Священная гроза великанов,,
23110800,160A490,Magic Giant-Crusher,魔力の巨人砕き,魔力粉碎巨人槌,Магічний руйнівник велетнів,,Зачарованная гроза великанов,,
23110900,160A4F4,Cold Giant-Crusher,冷たい巨人砕き,寒冷粉碎巨人槌,Морозний руйнівник велетнів,,Морозная гроза великанов,,
23111000,160A558,Poison Giant-Crusher,毒の巨人砕き,毒粉碎巨人槌,Отруйний руйнівник велетнів,,Отравленная гроза великанов,,
23111100,160A5BC,Blood Giant-Crusher,血の巨人砕き,血粉碎巨人槌,Кривавий руйнівник велетнів,,Кровавая гроза великанов,,
23111200,160A620,Occult Giant-Crusher,神秘の巨人砕き,神秘粉碎巨人槌,Окультний руйнівник велетнів,,Оккультная гроза великанов,,
23120000,160C880,Golem's Halberd,ゴーレムの斧槍,魔像戟,Алебарда ґолема,,Алебарда голема,,
23120100,160C8E4,Golem's Heavy Halberd,重厚なゴーレム斧槍,厚重魔像戟,Важка алебарда ґолема,,Тяжёлая алебарда голема,,
23120200,160C948,Golem's Keen Halberd,鋭利なゴーレム斧槍,锋利魔像戟,Стрімка алебарда ґолема,,Острая алебарда голема,,
23120300,160C9AC,Golem's Quality Halberd,上質なゴーレム斧槍,优质魔像戟,Якісна алебарда ґолема,,Качественная алебарда голема,,
23120400,160CA10,Golem's Fire Halberd,炎のゴーレム斧槍,火焰魔像戟,Вогняна алебарда ґолема,,Огненная алебарда голема,,
23120500,160CA74,Golem's Flame Art Halberd,炎術のゴーレム斧槍,焰术魔像戟,Полум'яна алебарда ґолема,,Пылающая алебарда голема,,
23120600,160CAD8,Golem's Lightning Halberd,雷のゴーレム斧槍,雷电魔像戟,Блискавкова алебарда ґолема,,Громовая алебарда голема,,
23120700,160CB3C,Golem's Sacred Halberd,神聖なゴーレム斧槍,神圣魔像戟,Священна алебарда ґолема,,Священная алебарда голема,,
23120800,160CBA0,Golem's Magic Halberd,魔力のゴーレム斧槍,魔力魔像戟,Магічна алебарда ґолема,,Зачарованная алебарда голема,,
23120900,160CC04,Golem's Cold Halberd,冷たいゴーレム斧槍,寒冷魔像戟,Морозна алебарда ґолема,,Морозная алебарда голема,,
23121000,160CC68,Golem's Poison Halberd,毒のゴーレム斧槍,毒魔像戟,Отруйна алебарда ґолема,,Отравленная алебарда голема,,
23121100,160CCCC,Golem's Blood Halberd,血のゴーレム斧槍,血魔像戟,Кривава алебарда ґолема,,Кровавая алебарда голема,,
23121200,160CD30,Golem's Occult Halberd,神秘のゴーレム斧槍,神秘魔像戟,Окультна алебарда ґолема,,Оккультная алебарда голема,,
23130000,160EF90,Troll's Hammer,トロルハンマー,山妖大槌,Молот толя,,Молот тролля,,
23130100,160EFF4,Troll's Heavy Hammer,重厚なトロルハンマー,厚重山妖大槌,[ERROR]Важкий молот троля,,Тяжёлый молот тролля,,
23130200,160F058,Troll's Keen Hammer,鋭利なトロルハンマー,锋利山妖大槌,[ERROR]Стрімкий молот троля,,Острый молот тролля,,
23130300,160F0BC,Troll's Quality Hammer,上質なトロルハンマー,优质山妖大槌,[ERROR]Якісний молот троля,,Качественный молот тролля,,
23130400,160F120,Troll's Fire Hammer,炎のトロルハンマー,火焰山妖大槌,[ERROR]Вогняний молот троля,,Огненный молот тролля,,
23130500,160F184,Troll's Flame Art Hammer,炎術のトロルハンマー,焰术山妖大槌,[ERROR]Полум'яний молот троля,,Пылающий молот тролля,,
23130600,160F1E8,Troll's Lightning Hammer,雷のトロルハンマー,雷电山妖大槌,[ERROR]Блискавковий молот троля,,Громовой молот тролля,,
23130700,160F24C,Troll's Sacred Hammer,神聖なトロルハンマー,神圣山妖大槌,[ERROR]Священний молот троля,,Священный молот тролля,,
23130800,160F2B0,Troll's Magic Hammer,魔力のトロルハンマー,魔力山妖大槌,[ERROR]Магічний молот троля,,Зачарованный молот тролля,,
23130900,160F314,Troll's Cold Hammer,冷たいトロルハンマー,寒冷山妖大槌,[ERROR]Морозний молот троля,,Морозный молот тролля,,
23131000,160F378,Troll's Poison Hammer,毒のトロルハンマー,毒山妖大槌,[ERROR]Отруйний молот троля,,Отравленный молот тролля,,
23131100,160F3DC,Troll's Blood Hammer,血のトロルハンマー,血山妖大槌,[ERROR]Кривавий молот троля,,Кровавый молот тролля,,
23131200,160F440,Troll's Occult Hammer,神秘のトロルハンマー,神秘山妖大槌,[ERROR]Окультний молот троля,,Оккультный молот тролля,,
23140000,16116A0,Rotten Staff,腐敗した儀仗,腐败仪式杖,Гнилий посох,,Гнилой посох,,
23150000,1613DB0,Rotten Greataxe,腐敗した大斧,腐败大斧,Гнила велика сокира,,Гнилая секира,,
23150100,1613E14,Heavy Rotten Greataxe,重厚な腐敗した大斧,厚重腐败大斧,Важка гнила велика сокира,,Тяжёлая гнилая секира,,
23150200,1613E78,Keen Rotten Greataxe,鋭利な腐敗した大斧,锋利腐败大斧,Стрімка гнила велика сокира,,Острая гнилая секира,,
23150300,1613EDC,Quality Rotten Greataxe,上質な腐敗した大斧,优质腐败大斧,Якісна гнила велика сокира,,Качественная гнилая секира,,
23150400,1613F40,Fire Rotten Greataxe,炎の腐敗した大斧,火焰腐败大斧,Вогняна гнила велика сокира,,Огненная гнилая секира,,
23150500,1613FA4,Flame Art Rotten Greataxe,炎術の腐敗した大斧,焰术腐败大斧,Полум'яна гнила велика сокира,,Пылающая гнилая секира,,
23150600,1614008,Lightning Rotten Greataxe,雷の腐敗した大斧,雷电腐败大斧,Блискавкова гнила велика сокира,,Громовая гнилая секира,,
23150700,161406C,Sacred Rotten Greataxe,神聖な腐敗した大斧,神圣腐败大斧,Священна гнила велика сокира,,Священная гнилая секира,,
23150800,16140D0,Magic Rotten Greataxe,魔力の腐敗した大斧,魔力腐败大斧,Магічна гнила велика сокира,,Зачарованная гнилая секира,,
23150900,1614134,Cold Rotten Greataxe,冷たい腐敗した大斧,寒冷腐败大斧,Морозна гнила велика сокира,,Морозная гнилая секира,,
23151000,1614198,Poison Rotten Greataxe,毒の腐敗した大斧,毒腐败大斧,Отруйна гнила велика сокира,,Отравленная гнилая секира,,
23151100,16141FC,Blood Rotten Greataxe,血の腐敗した大斧,血腐败大斧,Кривава гнила велика сокира,,Кровавая гнилая секира,,
23151200,1614260,Occult Rotten Greataxe,神秘の腐敗した大斧,神秘腐败大斧,Окультна гнила велика сокира,,Оккультная гнилая секира,,
24000000,16E3600,Torch,松明,火把,Смолоскип,,Факел,,
24020000,16E8420,Steel-Wire Torch,鋼線トーチ,钢丝火把,Смолоскип зі сталевим дротом,,Факел со стальной проволокой,,
