ID,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
1010300,Snow Witch Skirt,雪魔女のスカート,雪魔女长裙,Спідниця снігової відьми,,Юбка снежной ведьмы,,
1011100,Snow Witch Robe (Altered),雪魔女の装束（軽装）,雪魔女长袍（轻装）,Мантія снігової відьми (змінена),,Одеяние снежной ведьмы (измен.),,
1020100,Traveler's Clothes,旅の服,旅行上衣,Вбрання мандрівниці,,Одежда странника,,
1020200,Traveler's Manchettes,旅の腕帯,旅行腕套,Нарукавники мандрівниці,,Нарукавники странника,,
1020300,Traveler's Boots,旅のブーツ,旅行靴子,Чоботи мандрівниці,,Ботинки странника,,
1030000,Juvenile Scholar Cap,幼年学徒の帽子,年幼学徒帽子,Берет аспіранта,,Головной убор юных студентов,,
1030100,Juvenile Scholar Robe,幼年学徒のローブ,年幼学徒长袍,Вбрання аспіранта,,Одеяние юных студентов,,
1040000,Radiant Gold Mask,輝ける金仮面,光耀金面具,Промениста золота маска,,Сияющая золотая маска,,
1040100,Goldmask's Rags,金仮面のボロ布,金面具的破布,Дрантя Золотоликого,,Одеяние Золотой Маски,,
1040200,Gold Bracelets,金の腕巻き,金色腕套,Золоті браслети,,Золотые браслеты,,
1040300,Gold Waistwrap,金の腰巻き,金色腰巾,Золотий набедреник,,Золотая набедренная повязка,,
1050100,Fell Omen Cloak,忌み鬼のマント,恶兆妖鬼斗篷,Накидка занепалого передвісника,,Накидка Ужасного Знамения,,
1060000,Albinauric Mask,しろがねの覆面,白金之子头罩,Маска альбінора,,Маска альбинора,,
1060100,Dirty Chainmail,汚れたチェインメイル,骯脏锁子铠甲,Брудна кольчуга,,Грязная кольчуга,,
1070000,Zamor Mask,ザミェルの仮面,萨米尔面具,Маска Замора,,Маска Замора,,
1070100,Zamor Armor,ザミェルの鎧,萨米尔铠甲,Панцир Замора,,Доспех Замора,,
1070200,Zamor Bracelets,ザミェルの腕巻き,萨米尔腕套,Браслети Замора,,Нарукавники Замора,,
1070300,Zamor Legwraps,ザミェルの脚巻き,萨米尔绑腿,Обмотки Замора,,Обмотки Замора,,
1080000,Imp Head (Cat),インプの頭（猫）,小恶魔头罩（猫）,Голова біса (кіт),,Голова беса (кошка),,
1081000,Imp Head (Fanged),インプの頭（牙鬼）,小恶魔头罩（尖牙）,Голова біса (з іклами),,Голова беса (с клыками),,
1082000,Imp Head (Long-Tongued),インプの頭（舌鬼）,小恶魔头罩（耸舌）,Голова біса (з довгим язиком),,Голова беса (с длинным языком),,
1083000,Imp Head (Corpse),インプの頭（亡者）,小恶魔头罩（长生者）,Голова біса (труп),,Голова беса (труп),,
1084000,Imp Head (Wolf),インプの頭（狼）,小恶魔头罩（狼）,Голова біса (вовк),,Голова беса (волк),,
1085000,Imp Head (Elder),インプの頭（長老）,小恶魔头罩（长老）,Голова біса (староста),,Голова беса (старейшина),,
1090000,Silver Tear Mask,銀雫の仮面,银色泪滴面具,Маска Срібної сльози,,Маска Серебряной слезы,,
1100000,Chain Coif,チェインヘルム,锁子头盔,Кольчужний каптур,,Кольчужный койф,,
1100100,Chain Armor,チェインメイル,锁子铠甲,Кольчуга,,Кольчуга,,
1100200,Chain Gauntlets,チェインガントレット,锁子护臂,Рукавички,,Кольчужные перчатки,,
1100300,Chain Leggings,チェインレギンス,锁子腿甲,Кольчужні штани,,Кольчужные поножи,,
1101000,Greathelm,グレートヘルム,巨盔,Великий шолом,,Великий шлем,,
1101100,Eye Surcoat,瞳のサーコート,眼眸筒形外衣,Сюрко з оком,,Накидка (глаз),,
1102100,Tree Surcoat,樹のサーコート,大树筒形外衣,Сюрко з деревом,,Накидка (дерево),,
1110000,Octopus Head,蛸頭,章鱼头罩,Голова восьминога,,Голова осьминога,,
1120000,Jar,壺頭,壶头罩,Горщик,,Сосуд,,
1130000,Mushroom Head,キノコ頭,蘑菇头部,Грибна голова,,Гриб (голова),,
1130100,Mushroom Body,キノコ体,蘑菇身体,Грибне тіло,,Гриб (торс),,
1130200,Mushroom Arms,キノコ腕,蘑菇腕部,Грибні руки,,Гриб (руки),,
1130300,Mushroom Legs,キノコ脚,蘑菇腿部,Грибні ноги,,Гриб (ноги),,
1300000,Nox Mirrorhelm,ノクスの鏡兜,诺克斯镜面盔,Дзеркальний шолом нокса,,Зеркальный шлем Нокса,,
1301000,Iji's Mirrorhelm,イジーの鏡兜,伊吉镜面盔,Дзеркальний шолом Іджі,,Зеркальный шлем Иджи,,
1400000,Black Hood,黒布のフード,黑布风帽,Чорний каптур,,Чёрный капюшон,,
1400100,Leather Armor,革の鎧,皮革铠甲,Шкіряна куртка,,Кожаный доспех,,
1400200,Leather Gloves,革の手袋,皮革手套,Шкіряні рукавички,,Кожаные перчатки,,
1400300,Leather Boots,革のブーツ,皮革靴子,Шкіряні чоботи,,Кожаные сапоги,,
1401000,Bandit Mask,盗賊のマスク,盗贼面具,Маска бандита,,Маска вора,,
1500000,Knight Helm,騎士の兜,骑士头盔,Шолом лицаря,,Шлем рыцаря,,
1500100,Knight Armor,騎士の鎧,骑士铠甲,Панцир лицаря,,Доспех рыцаря,,
1500200,Knight Gauntlets,騎士の手甲,骑士臂甲,Рукавички лицаря,,Перчатки рыцаря,,
1500300,Knight Greaves,騎士の足甲,骑士腿甲,Поножі лицаря,,Поножи рыцаря,,
1600000,Greathood,グレートフード,大风帽,Великий каптур,,Великий капюшон,,
1610000,[ERROR] Greathood,,,,,,,
1700000,Godrick Soldier Helm,ゴドリック兵の兜,葛瑞克士兵头盔,Шолом солдата Ґодріка,,Шлем солдата Годрика,,
1700100,Tree-and-Beast Surcoat,大樹と獣のサーコート,大树与野兽筒形外衣,Сюрко з деревом та звіром,,Нагрудник солдата Годрика,,
1700200,Godrick Soldier Gauntlets,ゴドリック兵の手甲,葛瑞克士兵臂甲,Рукавички солдата Ґодріка,,Перчатки солдата Годрика,,
1700300,Godrick Soldier Greaves,ゴドリック兵の足甲,葛瑞克士兵腿甲,Поножі солдата Ґодріка,,Поножи солдата Годрика,,
1710000,Raya Lucarian Helm,レアルカリア兵の兜,雷亚卢卡利亚士兵头盔,Шолом Рая-Лукарії,,Шлем из Райи Лукарии,,
1710100,Cuckoo Surcoat,カッコウのサーコート,杜鹃筒形外衣,Сюрко з зозулею,,Накидка Кукушки,,
1710200,Raya Lucarian Gauntlets,レアルカリア兵の手甲,雷亚卢卡利亚士兵臂甲,Рукавички Рая-Лукарії,,Перчатки из Райи Лукарии,,
1710300,Raya Lucarian Greaves,レアルカリア兵の足甲,雷亚卢卡利亚士兵腿甲,Поножі Рая-Лукарії,,Поножи из Райи Лукарии,,
1720000,Leyndell Soldier Helm,ローデイル兵の兜,罗德尔士兵头盔,Шолом солдата Лейнделла,,Шлем солдата Лейнделла,,
1720100,Erdtree Surcoat,黄金樹のサーコート,黄金树筒形外衣,Сюрко з Золотим деревом,,Накидка Древа Эрд,,
1720200,Leyndell Soldier Gauntlets,ローデイル兵の手甲,罗德尔士兵臂甲,Рукавички солдата Лейнделла,,Перчатки солдата Лейнделла,,
1720300,Leyndell Soldier Greaves,ローデイル兵の足甲,罗德尔士兵腿甲,Поножі солдата Лейнделла,,Поножи солдата Лейнделла,,
1730000,Radahn Soldier Helm,ラダーン兵の兜,拉塔恩士兵头盔,Шолом солдата Радана,,Шлем солдата Радана,,
1730100,Redmane Surcoat,赤獅子のサーコート,红狮子筒形外衣,Сюрко з Рудогривим,,Накидка Рыжей Гривы,,
1730200,Radahn Soldier Gauntlets,ラダーン兵の手甲,拉塔恩士兵臂甲,Рукавички солдата Радана,,Перчатки солдата Радана,,
1730300,Radahn Soldier Greaves,ラダーン兵の足甲,拉塔恩士兵腿甲,Поножі солдата Радана,,Поножи солдата Радана,,
1740100,Mausoleum Surcoat,霊廟のサーコート,灵庙筒形外衣,Сюрко з мавзолеєм,,Накидка мавзолея,,
1740200,Mausoleum Gauntlets,霊廟兵の手甲,灵庙士兵臂甲,Рукавички солдата мавзолею,,Перчатки мавзолея,,
1740300,Mausoleum Greaves,霊廟兵の足甲,灵庙士兵腿甲,Поножі солдата мавзолею,,Поножи мавзолея,,
1750000,Haligtree Helm,聖樹兵の兜,圣树士兵头盔,Шолом солдата Святого дерева,,Шлем Святого Древа,,
1750100,Haligtree Crest Surcoat,聖樹紋のサーコート,圣树图腾筒形外衣,Сюрко з гербом Святого дерева,,Накидка со Святым Древом,,
1750200,Haligtree Gauntlets,聖樹兵の手甲,圣树士兵臂甲,Рукавички солдата Святого дерева,,Перчатки Святого Древа,,
1750300,Haligtree Greaves,聖樹兵の足甲,圣树士兵腿甲,Поножі солдата Святого дерева,,Поножи Святого Древа,,
1760000,Gelmir Knight Helm,ゲルミア騎士の兜,格密尔骑士头盔,Шолом ґельмірського лицаря,,Шлем гельмирского рыцаря,,
1760100,Gelmir Knight Armor,ゲルミア騎士の鎧,格密尔骑士铠甲,Панцир ґельмірського лицаря,,Доспех гельмирского рыцаря,,
1760200,Gelmir Knight Gauntlets,ゲルミア騎士の手甲,格密尔骑士臂甲,Рукавички ґельмірського лицаря,,Перчатки гельмирского рыцаря,,
1760300,Gelmir Knight Greaves,ゲルミア騎士の足甲,格密尔骑士腿甲,Поножі ґельмірського лицаря,,Поножи гельмирского рыцаря,,
1761100,Gelmir Knight Armor (Altered),ゲルミア騎士の鎧（軽装）,格密尔骑士铠甲（轻装）,Панцир ґельмірського лицаря (змінений),,Доспех гельмирского рыцаря (измен.),,
1770000,Godrick Knight Helm,ゴドリック騎士の兜,葛瑞克骑士头盔,Шолом лицаря Ґодріка,,Шлем рыцаря Годрика,,
1770100,Godrick Knight Armor,ゴドリック騎士の鎧,葛瑞克骑士铠甲,Панцир лицаря Ґодріка,,Доспех рыцаря Годрика,,
1770200,Godrick Knight Gauntlets,ゴドリック騎士の手甲,葛瑞克骑士臂甲,Рукавички лицаря Ґодріка,,Перчатки рыцаря Годрика,,
1770300,Godrick Knight Greaves,ゴドリック騎士の足甲,葛瑞克骑士腿甲,Поножі лицаря Ґодріка,,Поножи рыцаря Годрика,,
1771100,Godrick Knight Armor (Altered),ゴドリック騎士の鎧（軽装）,葛瑞克骑士铠甲（轻装）,Панцир лицаря Ґодріка (змінений),,Доспех рыцаря Годрика (изменённый),,
1780000,Cuckoo Knight Helm,カッコウ騎士の兜,杜鹃骑士头盔,Шолом лицаря зозулі,,Шлем рыцаря Кукушки,,
1780100,Cuckoo Knight Armor,カッコウ騎士の鎧,杜鹃骑士铠甲,Панцир лицаря зозулі,,Доспех рыцаря Кукушки,,
1780200,Cuckoo Knight Gauntlets,カッコウ騎士の手甲,杜鹃骑士臂甲,Рукавички лицаря зозулі,,Перчатки рыцаря Кукушки,,
1780300,Cuckoo Knight Greaves,カッコウ騎士の足甲,杜鹃骑士腿甲,Поножі лицаря зозулі,,Поножи рыцаря Кукушки,,
1781100,Cuckoo Knight Armor (Altered),カッコウ騎士の鎧（軽装）,杜鹃骑士铠甲（轻装）,Панцир лицаря зозулі (змінений),,Доспех рыцаря Кукушки (измен.),,
1790000,Leyndell Knight Helm,ローデイル騎士の兜,罗德尔骑士头盔,Шолом лицаря Лейнделла,,Шлем рыцаря Лейнделла,,
1790100,Leyndell Knight Armor,ローデイル騎士の鎧,罗德尔骑士铠甲,Панцир лицаря Лейнделла,,Доспех рыцаря Лейнделла,,
1790200,Leyndell Knight Gauntlets,ローデイル騎士の手甲,罗德尔骑士臂甲,Рукавички лицаря Лейнделла,,Перчатки рыцаря Лейнделла,,
1790300,Leyndell Knight Greaves,ローデイル騎士の足甲,罗德尔骑士腿甲,Поножі лицаря Лейнделла,,Поножи рыцаря Лейнделла,,
1791100,Leyndell Knight Armor (Altered),ローデイル騎士の鎧（軽装）,罗德尔骑士铠甲（轻装）,Панцир лицаря Лейнделла (змінений),,Доспех рыцаря Лейнделла (измен.),,
1800000,Redmane Knight Helm,赤獅子騎士の兜,红狮子骑士头盔,Шолом рудогривого лицаря,,Шлем рыцаря Рыжей Гривы,,
1800100,Redmane Knight Armor,赤獅子騎士の鎧,红狮子骑士铠甲,Панцир рудогривого лицаря,,Доспех рыцаря Рыжей Гривы,,
1800200,Redmane Knight Gauntlets,赤獅子騎士の手甲,红狮子骑士臂甲,Рукавички рудогривого лицаря,,Перчатки рыцаря Рыжей Гривы,,
1800300,Redmane Knight Greaves,赤獅子騎士の足甲,红狮子骑士腿甲,Поножі рудогривого лицаря,,Поножи рыцаря Рыжей Гривы,,
1801100,Redmane Knight Armor (Altered),赤獅子騎士の鎧（軽装）,红狮子骑士铠甲（轻装）,Панцир рудогривого лицаря (змінений),,Доспех рыцаря Рыжей Гривы (измен.),,
1810100,Mausoleum Knight Armor,霊廟騎士の鎧,灵庙骑士铠甲,Панцир лицаря мавзолею,,Доспех рыцаря мавзолея,,
1810200,Mausoleum Knight Gauntlets,霊廟騎士の手甲,灵庙骑士臂甲,Рукавички лицаря мавзолею,,Перчатки рыцаря мавзолея,,
1810300,Mausoleum Knight Greaves,霊廟騎士の足甲,灵庙骑士腿甲,Поножі лицаря мавзолею,,Поножи рыцаря мавзолея,,
1811100,Mausoleum Knight Armor (Altered),霊廟騎士の鎧（軽装）,灵庙骑士铠甲（轻装）,Панцир лицаря мавзолею (змінений),,Доспех рыцаря мавзолея (изменённый),,
1820000,Haligtree Knight Helm,聖樹騎士の兜,圣树骑士头盔,Шолом лицаря Святого дерева,,Шлем рыцаря Святого Древа,,
1820100,Haligtree Knight Armor,聖樹騎士の鎧,圣树骑士铠甲,Панцир лицаря Святого дерева,,Доспех рыцаря Святого Древа,,
1820200,Haligtree Knight Gauntlets,聖樹騎士の手甲,圣树骑士臂甲,Рукавички лицаря Святого дерева,,Перчатки рыцаря Святого Древа,,
1820300,Haligtree Knight Greaves,聖樹騎士の足甲,圣树骑士腿甲,Поножі лицаря Святого дерева,,Поножи рыцаря Святого Древа,,
1821100,Haligtree Knight Armor (Altered),聖樹騎士の鎧（軽装）,圣树骑士铠甲（轻装）,Панцир лицаря Святого дерева (змінений),,Доспех рыцаря Святого Древа (измен.),,
1830000,Foot Soldier Cap,雑兵の鉄帽子,小兵铁帽,Капелюх піхотинця,,Головной убор пехотинца,,
1830100,Chain-Draped Tabard,鎖肩掛けの布鎧,锁子披肩软铠甲,Драпований ланцюгом табард,,Драпированный табард с цепями,,
1830200,Foot Soldier Gauntlets,雑兵の手甲,小兵臂甲,Рукавички піхотинця,,Перчатки пехотинца,,
1830300,Foot Soldier Greaves,雑兵の足甲,小兵腿甲,Поножі піхотинця,,Поножи пехотинца,,
1840000,Foot Soldier Helmet,雑兵の鉢がね,小兵铁头盔,Цервельєр піхотинця,,Шлем пехотинца,,
1840100,Foot Soldier Tabard,雑兵の布鎧,小兵软铠甲,Табард піхотинця,,Табард пехотинца,,
1850000,Gilded Foot Soldier Cap,雑兵の金帽子,小兵金帽,Позолочений шолом піхотинця,,Позолоченный головной убор пехотинца,,
1850100,Leather-Draped Tabard,革肩掛けの布鎧,皮革披肩软铠甲,Драпований шкірою табард,,Драпированный кожаный табард,,
1860000,Foot Soldier Helm,雑兵のヘルム,小兵头盔,Шолом піхотинця,,Железный шлем пехотинца,,
1860100,Scarlet Tabard,朱い布鎧,猩红软铠甲,Червоний табард,,Красный табард,,
1870100,Bloodsoaked Tabard,血の垂れた布鎧,淌血软铠甲,Закривавлений табард,,Пропитанный кровью табард,,
1880000,Sacred Crown Helm,聖冠の鉄兜,圣冠铁头盔,Шолом священної корони,,Шлем Священной короны,,
1880100,Ivory-Draped Tabard,象牙肩掛けの布鎧,象牙披肩软铠甲,Драпований білою тканиною табард,,Драпированный табард цвета слоновой кости,,
1890000,Omensmirk Mask,忌み笑いの面,恶兆笑脸面具,Маска зловісної посмішки,,Маска ужасающей ухмылки,,
1890100,Omenkiller Robe,忌み潰しのローブ,恶兆猎人长袍,Мантія вбивці передвісників,,Одеяние убийц знамений,,
1890200,Omenkiller Long Gloves,忌み潰しの長手袋,恶兆猎人长手套,Довгі рукавички вбивці передвісників,,Длинные перчатки убийц знамений,,
1890300,Omenkiller Boots,忌み潰しのブーツ,恶兆猎人靴子,Чоботи вбивці передвісників,,Обувь убийц знамений,,
1900000,Ash-of-War Scarab,戦灰スカラベ,战灰粪金龟,Скарабей попелу війни,,Скарабей пепла,,
1901000,Incantation Scarab,祈祷スカラベ,祷告粪金龟,Скарабей замовлянь,,Скарабей чудес,,
1902000,Glintstone Scarab,輝石スカラベ,辉石粪金龟,Скарабей блискаменю,,Блестящий скарабей,,
1910000,Crimson Tear Scarab,緋雫スカラベ,红露滴粪金龟,Скарабей багряної сльози,,Скарабей багровых слёз,,
1920000,Cerulean Tear Scarab,青雫スカラベ,蓝露滴粪金龟,Скарабей лазурової сльози,,Скарабей лазурных слёз,,
1930100,Deathbed Dress,死衾のドレス,死眠连身裙,Вбрання передсмертної супутниці,,Платье спутницы мёртвых,,
1930300,Deathbed Smalls,死衾のパンツ,死眠长裤,[ERROR]Deathbed Smalls,,,,
1932100,[ERROR] Deathbed Dress,,,,,,,
1940000,Fia's Hood,フィアのフード,菲雅风帽,Каптур Фії,,Капюшон Фии,,
1940100,Fia's Robe,フィアのローブ,菲雅长袍,Вбрання Фії,,Одеяние Фии,,
1941100,Fia's Robe (Altered),フィアのローブ（軽装）,菲雅长袍（轻装）,Вбрання Фії (змінене),,Одеяние Фии (измен.),,
1950100,Millicent's Robe,ミリセントのローブ,,[ERROR]Millicent's Robe,,,,
1950200,Millicent's Gloves,ミリセントの手袋,,[ERROR]Millicent's Gloves,,,,
1950300,Millicent's Boots,ミリセントのブーツ,,[ERROR]Millicent's Boots,,,,
1960100,[ERROR] Bell Bearing looking Ball,,,,,,,
1960200,[ERROR] Bell Bearing looking Ball,,,,,,,
1970100,Millicent's Tunic,ミリセントの上衣,,[ERROR]Millicent's Tunic,,,,
1970200,Golden Prosthetic,黄金の義手,,[ERROR]Golden Prosthetic,,,,
1971100,[ERROR] Bell Bearing looking Ball,,,,,,,
1971200,[ERROR] Bell Bearing looking Ball,,,,,,,
1980000,Highwayman Hood,追い剥ぎのフード,强盗风帽,Каптур розбійника,,Капюшон разбойника,,
1980100,Highwayman Cloth Armor,追い剥ぎの布鎧,强盗软铠甲,Гамбезон розбійника,,Куртка разбойника,,
1980200,Highwayman Gauntlets,追い剥ぎの手甲,强盗臂甲,Рукавички розбійника,,Перчатки разбойника с большой дороги,,
1990000,High Page Hood,上流小姓のフード,上流随从风帽,Каптур почесного зброєносця,,Капюшон старшего пажа,,
1990100,High Page Clothes,上流小姓の服,上流随从上衣,Вбрання почесного зброєносця,,Одеяние старшего пажа,,
1991100,High Page Clothes (Altered),上流小姓の服（軽装）,上流随从上衣（轻装）,Вбрання почесного зброєносця (змінене),,Облачение старшего пажа (измен.),,
2000000,Rotten Duelist Helm,腐敗した闘士の兜,腐败斗士头盔,Гнилий шолом дуелянта,,Шлем гниющего дуэлянта,,
2000100,Rotten Gravekeeper Cloak,腐敗した墓守のマント,腐败守墓斗篷,Гнилий плащ хранителя могил,,Плащ гниющего хранителя могил,,
2000300,Rotten Duelist Greaves,腐敗した闘士の足甲,腐败斗士腿甲,Гнилі поножі дуелянта,,Поножи гниющего дуэлянта,,
2001100,Rotten Gravekeeper Cloak (Altered),腐敗した墓守のマント（軽装）,腐败守墓斗篷（轻装）,Гнилий плащ хранителя могил (змінений),,Плащ гниющего хранителя могил (измен.),,
2010000,Mushroom Crown,キノコの王冠,蘑菇王冠,Грибна корона,,Грибная корона,,
2020000,Black Dumpling,黒団子,黑头罩,Чорна кулька,,Чёрный пирожок,,
2030000,Lazuli Robe,ラズリのローブ,拉兹利长袍,Лазурова мантія,,Лазуритовое одеяние,,
