ID,English,Japanese,Chinese,German,Spanish,Russian,Arabic,Korean
2009331,Igon's Cookbook [1],エーゴンの製法書【１】,埃贡的制作笔记【１】,Igons Handbuch [1],Libro de preparaciones de Igon [1],Справочник Игона [1],وﺻﻔﺔ إﻳﻐﻭن [1],에이곤의 제작서 [1]
2009332,Battlefield Priest's Cookbook [2],従軍司祭の製法書【２】,战场神父的制作笔记【２】,Handbuch [2] des Militärpriesters,Libro de preparaciones de los sacerdotes [2],Справочник священника-воина [2],وﺻﻔﺔ ﻛﺎﻫﻥ ﻣﻳﺩان اﻟﻣﻌﺭﻛﺔ [2],종군사제의 제작서 [2]
2009333,Forager Brood Cookbook [7],拾い虫の製法書【７】,集物虫的制作笔记【７】,Handbuch [7] der Sammlerbrut,Libro de preparaciones de la cría recolectora [7],Справочник собирателей [7],وﺻﻔﺔ ﻋﺎﺋﻠﺔ اﻟﻌف [7],수집벌레의 제작서 [7]
2009334,St. Trina Disciple's Cookbook [3],トリーナ信徒の製法書【３】,托莉娜信徒的制作笔记【３】,Handbuch [3] d. Schülers von St. Trina,Libro de preparaciones del discípulo de Santa Trina [3],Справочник ученика св. Трины [3],وﺻﻔﺔ ﺗﻠﻣﻳﺫ اﻟﻘﺩﻳﺳﺔ ﺗﺭﻳﻧﺎ [3],트리나 신도의 제작서 [3]
2009335,Grave Keeper's Cookbook [2],墓守の製法書【２】,守墓者的制作笔记【２】,Handbuch [2] des Grabhüters,Libro de preparaciones de los guardianes de tumbas [2],Справочник хранителя могил [2],وﺻﻔﺔ ﺣﺎرس اﻟﻘﺑﺭ [2],묘지기의 제작서 [2]
2009336,Antiquity Scholar's Cookbook [2],考古学者の製法書【２】,考古学者的制作笔记【２】,Handbuch [2] des Altertumsgelehrten,Libro de preparaciones de los expertos en antigüedades [2],Справочник учёного древности [2],وﺻﻔﺔ ﺑﺎﺣﺙ اﻟﻌﺻﻭر اﻟﻘﺩﻳﻣﺔ [2],고고학자의 제작서 [2]
2009337,Tibia's Cookbook,ティビアの製法書,提比亚的制作笔记,Tibias Handbuch,Libro de preparaciones de Tibia,Справочник Тибии,وﺻﻔﺔ ﺗﻳﺑﻳﺎ,티비아의 제작서
2009338,Mad Craftsman's Cookbook [3],狂った職人の製法書【３】,发狂工匠的制作笔记【３】,Handbuch [3] d. verrückten Handwerkers,Libro de preparaciones del artesano demente [3],Справочник безумного мастера [3],وﺻﻔﺔ اﻟﺣﺭﻓﻲ اﻟﻣﺟﻧﻭن [3],미친 장인의 제작서 [3]
2009339,Battlefield Priest's Cookbook [3],従軍司祭の製法書【３】,战场神父的制作笔记【３】,Handbuch [3] des Militärpriesters,Libro de preparaciones de los sacerdotes [3],Справочник священника-воина [3],وﺻﻔﺔ ﻛﺎﻫﻥ ﻣﻳﺩان اﻟﻣﻌﺭﻛﺔ [3],종군사제의 제작서 [3]
2009340,Fire Knight's Cookbook [2],火の騎士の製法書【２】,火焰骑士的制作笔记【２】,Handbuch [2] des Feuerritters,Libro de preparaciones de los Caballeros ígneos [2],Справочник Огненного рыцаря [2],وﺻﻔﺔ ﻓﺎرس اﻟﻧﺎر [2],불 기사의 제작서 [2]
2009341,Antiquity Scholar's Cookbook [1],考古学者の製法書【１】,考古学者的制作笔记【１】,Handbuch [1] des Altertumsgelehrten,Libro de preparaciones de los expertos en antigüedades [1],Справочник учёного древности [1],وﺻﻔﺔ ﺑﺎﺣﺙ اﻟﻌﺻﻭر اﻟﻘﺩﻳﻣﺔ [1],고고학자의 제작서 [1]
2009342,Finger-Weaver's Cookbook [1],指追いの製法書【１】,指头追寻者的制作笔记【１】,Handbuch [1] des Fingerwebers,Libro de preparaciones del Tejededos [1],Справочник ткача пальцев [1],وﺻﻔﺔ ﺣﺎﺋﻙ اﻷﺻﺎﺑﻊ [1],손가락 추종자의 제작서 [1]
2009343,Battlefield Priest's Cookbook [4],従軍司祭の製法書【４】,战场神父的制作笔记【４】,Handbuch [4] des Militärpriesters,Libro de preparaciones de los sacerdotes [4],Справочник священника-воина [4],وﺻﻔﺔ ﻛﺎﻫﻥ ﻣﻳﺩان اﻟﻣﻌﺭﻛﺔ [4],종군사제의 제작서 [4]
2009344,Grave Keeper's Cookbook [1],墓守の製法書【１】,守墓者的制作笔记【１】,Handbuch [1] des Grabhüters,Libro de preparaciones de los guardianes de tumbas [1],Справочник хранителя могил [1],وﺻﻔﺔ ﺣﺎرس اﻟﻘﺑﺭ [1],묘지기의 제작서 [1]
2009345,St. Trina Disciple's Cookbook [2],トリーナ信徒の製法書【２】,托莉娜信徒的制作笔记【２】,Handbuch [2] d. Schülers von St. Trina,Libro de preparaciones del discípulo de Santa Trina [2],Справочник ученика св. Трины [2],وﺻﻔﺔ ﺗﻠﻣﻳﺫ اﻟﻘﺩﻳﺳﺔ ﺗﺭﻳﻧﺎ [2],트리나 신도의 제작서 [2]
2009500,Hefty Cracked Pot,ヒビ大壺,大龟裂壶,Schwerer gesprungener Topf,Recipiente rajado pesado,Большой треснувший горшок,اﻟﻘﺩر اﻟﻣﺗﺻﺩع اﻟﺿﺧﻡ,금 간 큰 항아리
2010000,Scadutree Fragment,影樹の破片,幽影树碎片,Scadubaum-Fragment,Fragmento del Noctárbol,Осколок Древа Упадка,ﺟﺯء ﺷﺟﺭة ﺳﻛﺎدو,그림자 나무 파편
2010100,Revered Spirit Ash,霊灰,灵灰,Verehrte Geisterasche,Ceniza de espíritus venerados,Прах славного духа,رﻣﺎد اﻷرواح اﻟﺟﻠﻳﻝ,영혼 재
2011000,Viridian Hidden Tear,緑色の秘雫,绿秘密露滴,Smaragdgrüne Geheimnisträne,Lágrima oculta viridián,Тайная изумрудная слеза,اﻟﺩﻣﻌﺔ اﻟﻣﺧﺑﺄة اﻟﺧﺿﺭاء,녹색 숨겨진 물방울
2011010,Crimsonburst Dried Tear,緋湧きの枯れ雫,涌红枯露滴,Getrocknete purpurrote Träne,Lágrima seca de explosión carmesí,Засохшая багровая слеза,دﻣﻌﺔ اﻻﻧﻔﺟﺎر اﻟﻘﺭﻣﺯي اﻟﻣﺟﻔﻔﺔ,샘솟는 붉은 마른 물방울
2011020,Crimson-Sapping Cracked Tear,緋吸いの割れ雫,夺红破露滴,Gesprungene purpurrote Träne,Lágrima rota de absorción carmesí,Треснувшая багровая слеза,اﻟﺩﻣﻌﺔ اﻟﻘﺭﻣﺯﻳﺔ اﻟﻣﺳﺗﻧﺯﻓﺔ اﻟﻣﺗﺻﺩﻋﺔ,붉은 흡수의 깨진 물방울
2011030,Cerulean-Sapping Cracked Tear,青吸いの割れ雫,夺蓝破露滴,Gesprungene himmelrote Träne,Lágrima rota de absorción cerúlea,Треснувшая лазурная слеза,اﻟﺩﻣﻌﺔ اﻟﻼزوردﻳﺔ اﻟﻣﺳﺗﻧﺯﻓﺔ اﻟﻣﺗﺻﺩﻋﺔ,푸른 흡수의 깨진 물방울
2011040,Oil-Soaked Tear,油ぎった雫,油光露滴,Ölgetränkte Träne,Lágrima empapada de aceite,Маслянистая слеза,اﻟﺩﻣﻌﺔ اﻟﻣﻧﻘﻭﻋﺔ ﻓﻲ اﻟﺯﻳﺕ,기름진 물방울
2011050,Bloodsucking Cracked Tear,吸血の割れ雫,吸血破露滴,Gesprungene Blutsaugerträne,Lágrima rota chupasangre,Треснувшая кровососущая слеза,اﻟﺩﻣﻌﺔ ﻣﻣﺗﺻﺔ اﻟﺩﻣﺎء اﻟﻣﺗﺻﺩﻋﺔ,흡혈의 깨진 물방울
2011060,Glovewort Crystal Tear,すずらんの結晶雫,铃兰结晶露滴,Tallilien-Kristallträne,Lágrima de cristal de lirio,Кристальная слеза ландыша,دﻣﻌﺔ اﻟﻧﺑﺗﺔ اﻟﺑﻠﻭرﻳﺔ,은방울꽃 결정 물방울
2011070,Deflecting Hardtear,弾く硬雫,反弹硬露滴,Abwehrende Bleiträne,Lágrima sólida deflectora,Твёрдая отражающая слеза,اﻟﺩﻣﻌﺔ اﻟﺻﻠﺑﺔ اﻟﻣﺷﺗﺗﺔ,튕기는 굳은 물방울
2015000,Beast Horn,獣の角,野兽角,Bestienhorn,Cuerno de bestia,Рог зверя,ﻗﺭن اﻟﻭﺣﺵ,짐승 뿔
2015010,Spirit Calculus,霊結石,灵性结石,Geistercalculus,Cálculo de espíritu,Духовный камень,ﺣﺻﻰ روﺣﻳﺔ,영결석
2015020,Pearlescent Scale,真珠色のウロコ,珍珠色鳞片,Perlmuttartige Schuppe,Escama nacarada,Перламутровая чешуя,ﻗﺷﺭة اﻟﻠﺅﻟﺅ,진주색 비늘
2015030,Scorpion Liver,サソリの肝,蝎子肝,Skorpionleber,Hígado de escorpión,Печень скорпиона,ﻛﺑﺩ اﻟﻌﻘﺭب,전갈 간
2015040,Fly Mold,蠅カビ,苍蝇霉,Fliegenschimmel,Moho de mosca,Мушиная плесень,ذﺑﺎﺑﺔ اﻟﻌﻔﻥ,파리곰팡이
2020001,Rada Fruit,ラダの実,拉答果实,Radafrucht,Fruta de Rada,Плод рады,ﻓﺎﻛﻬﺔ رادا,라다 열매
2020002,Redflesh Mushroom,赤肉キノコ,红肉蘑菇,Rotfleischpilz,Hongo rojo,Гриб с красной мякотью,ﻓﻁﺭ اﻟﻠﺣﻡ اﻷﺣﻣﺭ,붉은살버섯
2020003,Whiteflesh Mushroom,白肉キノコ,白肉蘑菇,Weißfleischpilz,Hongo blanco,Гриб с белой мякотью,ﻓﻁﺭ اﻟﻠﺣﻡ اﻷﺑﻳﺽ,흰살버섯
2020004,Knot Resin,瘤脂,瘤脂,Harzknoten,Resina nudosa,Узел смолы,اﻟﺻﻣﻎ اﻟﺩﻫﻧﻲ,혹기름
2020005,Dewgem,玉露,玉露,Taujuwel,Gema del rocío,Сверкающая росянка,دﻳﻭﻏﻳﻡ,옥로
2020006,Black Pyrefly,黒火蝶,黑火蝶,Schwarzer Feuerfalter,Mariposa ígnea negra,Огненная траурница,اﻟﻔﺭاﺷﺔ اﻟﺳﻭداء اﻟﻧﺎرﻳﺔ,검은불나비
2020007,Glintslab Firefly,輝塊ホタル,辉石块萤火虫,Schimmerplatten-Glühwürmchen,Luciérnaga de destellita,Сияющий светлячок,ﻳﺭاﻋﺔ اﻟﺑﻼﻁﺔ اﻟﻼﻣﻌﺔ,휘석 덩어리 반딧불
2020008,Yellow Fulgurbloom,黄雷花,黄雷电花,Gelbe Fulgurblüte,Flor fulgurosa amarilla,Жёлтый грозовой цветок,زﻫﺭة ﻓﺎﻟﻐﺭ اﻟﺻﻔﺭاء,노란 벼락꽃
2020009,Shadow Sunflower,影輪草,影轮草,Schattensonnenblume,Girasol sombrío,Теневой подсолнух,زﻫﺭة دوار اﻟﺷﻣﺱ اﻟﻣﻌﺗﻣﺔ,영륜초
2020010,Toxic Mossling,毒コケムシ,毒苔藓虫,Giftiger Moosling,Bestia tóxica de musgo,Ядовитый мохнач,اﻟﻁﺣﻠﺏ اﻟﺳﺎم,독이끼벌레
2020011,Scarlet Bud,朱い蕾,猩红花蕾,Scharlachrote Knospe,Brote escarlata,Красный бутон,ﺑﺭﻋﻡ ﻗﺭﻣﺯي,붉은 꽃봉오리
2020012,Sanguine Amaryllis,血のアマリリス,鲜血孤挺花,Blutamaryllis,Amaryllis sanguínea,Кровавый амариллис,اﻟﻧﺭﺟﺱ اﻟﺩﻣﻭي,피 아마릴리스
2020013,Frozen Maggot,凍り付いた蛆虫,结冻蛆虫,Gefrorene Made,Gusano congelado,Замороженная личинка,اﻟﻳﺭﻗﺔ اﻟﻣﺟﻣﺩة,얼어붙은 구더기
2020014,Deep-Purple Lily,深紫のスイレン,深紫睡莲,Tiefviolette Lilie,Lirio púrpura oscuro,Тёмно-фиолетовая кувшинка,اﻟﺯﻧﺑﻘﺔ اﻷرﺟﻭاﻧﻳﺔ اﻟﻐﺎﻣﻘﺔ,암자색 수련꽃
2020015,Nectarblood Burgeon,蜜血の木の芽,蜜血木芽,Nektarblutknospe,Brote de sangre almibarada,Росток сладкой крови,ﺑﺭﻋﻡ رﺣﻳﻖ اﻟﺩم,밀혈의 나무 싹
2020016,Winter-Lantern Fly,ほおずき虫,灯笼虫,Winterlaternenfliege,Mosca con farol invernal,Муха-фонарщик,ذﺑﺎﺑﺔ ﻓﺎﻧﻭس اﻟﺷﺗﺎء,꽈리벌레
2020017,Swollen Grape,膨れたブドウ,膨胀葡萄,Pralle Traube,Uva hinchada,Распухший виноград,ﻋﻧﺑﺔ ﻣﻧﺗﻔﺧﺔ,부푼 포도
2020018,Grave Keeper's Brainpan,墓守の頭蓋,守墓者头盖骨,Schädelknochen des Grabhüters,Cráneo del guardián de tumbas,Череп хранителя могил,ﺟﻣﺟﻣﺔ ﺣﺎرس اﻟﻘﺑﺭ,묘지기의 두개골
2020019,Horn-Strewn Excrement,角混じりの排泄物,和角排泄物,Kot voller Hornsplitter,Excremento sembrado de cuernos,Экскременты с обломками рога,ﻓﺿﻼت اﻟﻘﺭن اﻟﻣﺑﻌﺛﺭ,뿔 섞인 배설물
2020020,Gas Stone,ガス石,燃气石,Gasstein,Piedra gaseosa,Камень с газом,ﺣﺟﺭ اﻟﻐﺎز,가스석
2020021,Ghostflame Bloom,霊炎花,灵火花,Geisterflammenblüte,Flor de llama espectral,Цветок пламени смерти,أزﻫﺎر ﻟﻬﻳﺏ اﻟﺷﺑﺢ,영혼 불 꽃
2020022,Grave Cricket,墓鈴虫,墓地铃虫,Grabgrille,Grillo fúnebre,Могильный сверчок,ﺻﺭﺻﺎر ﻟﻳﻝ اﻟﻘﺑﺭ,묘방울벌레
2020023,Dragon's Calorbloom,竜熱花,龙热花,Drachenblume,Flor de Calor del dragón,Жар дракона,زﻫﺭة ﺣﺭارة اﻟﺗﻧﻳﻥ,용열꽃
2020024,Finger Mimic,指擬き,拟态指头,Fingerling,Imitador de dedo,Ложный палец,ﻣﺣﺎﻛﺎة اﻹﺻﺑﻊ,모조 손가락
2020025,Empyrean-Blood Burgeon,神血の木の芽,神血木芽,Himmlische Blutknospe,Brote de sangre empírea,Росток неземной крови,ﺑﺭﻋﻡ دم اﻟﺭوح اﻟﺳﻣﺎوﻳﺔ,신혈의 나무 싹
2020026,Congealed Putrescence,凝固した泥濘,凝固融泥,Geronnene Verwesung,Putrescencia solidificada,Комок гнили,اﻟﻌﻔﻥ اﻟﻣﺟﻣﺩ,응고한 수렁
2020027,Roundrock,丸岩,浑圆岩石,Rundstein,Roca redonda,Круглый камешек,اﻟﺻﺧﺭة اﻟﻣﺳﺗﺩﻳﺭة,둥근 바위
2020028,Spiritgrave Stone,霊墓石,灵墓碑石,Geistergrabstein,Piedra de tumba espiritual,Камень могильника духов,ﺣﺟﺭ ﻣﻘﺑﺭة اﻷرواح,영묘석
2020029,Rauh Burrow,ラウフの巣穴,劳弗巢穴,Rauhnest,Madriguera de Rauh,Нора Рауха,ﻋﺵ راوه,라우프의 둥지돌
2020030,Ember of Messmer,メスメルの残り火,梅瑟莫的余火,Messmers Glut,Brasa de Messmer,Уголь Мессмера,ﺟﻣﺭ ﻣﻳﺳﻣﺭ,메스메르의 잔불
2020031,Blessed Bone Shard,祝福された骨片,赐福骨片,Gesegneter Knochensplitter,Fragmento de hueso bendecido,Осиянный осколок кости,ﺷﻅﻳﺔ اﻟﻌﻅﺎم اﻟﻣﺑﺎرﻛﺔ,축복받은 뼛조각
2020032,Red Fulgurbloom,赤雷花,红雷花,Rote Fulgurblüte,Flor fulgurosa roja,Красный грозовой цветок,زﻫﺭة ﻓﺎﻟﻐﺭ اﻟﺣﻣﺭاء,붉은 벼락꽃
2020033,Nailstone,爪石,指甲石,Nagelstein,Piedra de uña,Камень-ноготь,ﺣﺟﺭ اﻟﻅﻔﺭ,손톱돌
2020034,Sharp Gravel Stone,尖ったさざれ石,尖锐碎石,Scharfer Schotterstein,Grava afilada,Острая чешуйка,ﺣﺟﺭ اﻟﺣﺻﻰ اﻟﺣﺎد,뾰족한 조약돌
2020035,Furnace Visage,焼炉の面,燃炉面具,Ofengesicht,Frente del horno,Лик великана печи,وﺟﻪ اﻟﻣﺻﻬﺭ,소각로 가면
2200000,Curseblade Meera,呪剣士ミラ,咒剑士米拉,Fluchklingen Meera,Мира,Lâmina Maldita Meera,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ,주검사 밀라
2200001,Curseblade Meera +1,呪剣士ミラ＋１,咒剑士米拉＋１,Fluchklingen Meera +1,Мира,Lâmina Maldita Meera +1,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +1,주검사 밀라+1
2200002,Curseblade Meera +2,呪剣士ミラ＋２,咒剑士米拉＋２,Fluchklingen Meera +2,Мира,Lâmina Maldita Meera +2,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +2,주검사 밀라+2
2200003,Curseblade Meera +3,呪剣士ミラ＋３,咒剑士米拉＋３,Fluchklingen Meera +3,Мира,Lâmina Maldita Meera +3,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +3,주검사 밀라+3
2200004,Curseblade Meera +4,呪剣士ミラ＋４,咒剑士米拉＋４,Fluchklingen Meera +4,Мира,Lâmina Maldita Meera +4,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +4,주검사 밀라+4
2200005,Curseblade Meera +5,呪剣士ミラ＋５,咒剑士米拉＋５,Fluchklingen Meera +5,Мира,Lâmina Maldita Meera +5,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +5,주검사 밀라+5
2200006,Curseblade Meera +6,呪剣士ミラ＋６,咒剑士米拉＋６,Fluchklingen Meera +6,Мира,Lâmina Maldita Meera +6,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +6,주검사 밀라+6
2200007,Curseblade Meera +7,呪剣士ミラ＋７,咒剑士米拉＋７,Fluchklingen Meera +7,Мира,Lâmina Maldita Meera +7,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +7,주검사 밀라+7
2200008,Curseblade Meera +8,呪剣士ミラ＋８,咒剑士米拉＋８,Fluchklingen Meera +8,Мира,Lâmina Maldita Meera +8,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +8,주검사 밀라+8
2200009,Curseblade Meera +9,呪剣士ミラ＋９,咒剑士米拉＋９,Fluchklingen Meera +9,Мира,Lâmina Maldita Meera +9,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +9,주검사 밀라+9
2200010,Curseblade Meera +10,呪剣士ミラ＋１０,咒剑士米拉＋１０,Fluchklingen Meera +10,Мира,Lâmina Maldita Meera +10,ﻣﻳﺭا اﻟﻣﺑﺎرزة اﻟﻣﻠﻌﻭﻧﺔ +10,주검사 밀라+10
2201000,Bloodfiend Hexer's Ashes,血鬼の呪術師の遺灰,血怪咒术师的骨灰,Asche des Hexers der Blutunholde,Cenizas del demonio sanguíneo embrujador,Прах кровопускателя-колдуна,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ,혈귀 주술사의 뼛가루
2201001,Bloodfiend Hexer's Ashes +1,血鬼の呪術師の遺灰＋１,血怪咒术师的骨灰＋１,Asche des Hexers der Blutunholde +1,Cenizas del demonio sanguíneo embrujador +1,Прах кровопускателя-колдуна +1,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +1,혈귀 주술사의 뼛가루+1
2201002,Bloodfiend Hexer's Ashes +2,血鬼の呪術師の遺灰＋２,血怪咒术师的骨灰＋２,Asche des Hexers der Blutunholde +2,Cenizas del demonio sanguíneo embrujador +2,Прах кровопускателя-колдуна +2,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +2,혈귀 주술사의 뼛가루+2
2201003,Bloodfiend Hexer's Ashes +3,血鬼の呪術師の遺灰＋３,血怪咒术师的骨灰＋３,Asche des Hexers der Blutunholde +3,Cenizas del demonio sanguíneo embrujador +3,Прах кровопускателя-колдуна +3,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +3,혈귀 주술사의 뼛가루+3
2201004,Bloodfiend Hexer's Ashes +4,血鬼の呪術師の遺灰＋４,血怪咒术师的骨灰＋４,Asche des Hexers der Blutunholde +4,Cenizas del demonio sanguíneo embrujador +4,Прах кровопускателя-колдуна +4,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +4,혈귀 주술사의 뼛가루+4
2201005,Bloodfiend Hexer's Ashes +5,血鬼の呪術師の遺灰＋５,血怪咒术师的骨灰＋５,Asche des Hexers der Blutunholde +5,Cenizas del demonio sanguíneo embrujador +5,Прах кровопускателя-колдуна +5,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +5,혈귀 주술사의 뼛가루+5
2201006,Bloodfiend Hexer's Ashes +6,血鬼の呪術師の遺灰＋６,血怪咒术师的骨灰＋６,Asche des Hexers der Blutunholde +6,Cenizas del demonio sanguíneo embrujador +6,Прах кровопускателя-колдуна +6,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +6,혈귀 주술사의 뼛가루+6
2201007,Bloodfiend Hexer's Ashes +7,血鬼の呪術師の遺灰＋７,血怪咒术师的骨灰＋７,Asche des Hexers der Blutunholde +7,Cenizas del demonio sanguíneo embrujador +7,Прах кровопускателя-колдуна +7,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +7,혈귀 주술사의 뼛가루+7
2201008,Bloodfiend Hexer's Ashes +8,血鬼の呪術師の遺灰＋８,血怪咒术师的骨灰＋８,Asche des Hexers der Blutunholde +8,Cenizas del demonio sanguíneo embrujador +8,Прах кровопускателя-колдуна +8,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +8,혈귀 주술사의 뼛가루+8
2201009,Bloodfiend Hexer's Ashes +9,血鬼の呪術師の遺灰＋９,血怪咒术师的骨灰＋９,Asche des Hexers der Blutunholde +9,Cenizas del demonio sanguíneo embrujador +9,Прах кровопускателя-колдуна +9,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +9,혈귀 주술사의 뼛가루+9
2201010,Bloodfiend Hexer's Ashes +10,血鬼の呪術師の遺灰＋１０,血怪咒术师的骨灰＋１０,Asche des Hexers der Blutunholde +10,Cenizas del demonio sanguíneo embrujador +10,Прах кровопускателя-колдуна +10,رﻣﺎد ﺳﺎك اﻟﺩﻣﺎء اﻟﻣﺷﻌﻭذ +10,혈귀 주술사의 뼛가루+10
2202000,Gravebird Ashes,墓守鳥の遺灰,守墓鸟的骨灰,Grabvogelasche,Cenizas del ave sepulcral,Прах могильной птицы,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة,묘지기 새의 뼛가루
2202001,Gravebird Ashes +1,墓守鳥の遺灰＋１,守墓鸟的骨灰＋１,Grabvogelasche +1,Cenizas del ave sepulcral +1,Прах могильной птицы +1,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +1,묘지기 새의 뼛가루+1
2202002,Gravebird Ashes +2,墓守鳥の遺灰＋２,守墓鸟的骨灰＋２,Grabvogelasche +2,Cenizas del ave sepulcral +2,Прах могильной птицы +2,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +2,묘지기 새의 뼛가루+2
2202003,Gravebird Ashes +3,墓守鳥の遺灰＋３,守墓鸟的骨灰＋３,Grabvogelasche +3,Cenizas del ave sepulcral +3,Прах могильной птицы +3,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +3,묘지기 새의 뼛가루+3
2202004,Gravebird Ashes +4,墓守鳥の遺灰＋４,守墓鸟的骨灰＋４,Grabvogelasche +4,Cenizas del ave sepulcral +4,Прах могильной птицы +4,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +4,묘지기 새의 뼛가루+4
2202005,Gravebird Ashes +5,墓守鳥の遺灰＋５,守墓鸟的骨灰＋５,Grabvogelasche +5,Cenizas del ave sepulcral +5,Прах могильной птицы +5,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +5,묘지기 새의 뼛가루+5
2202006,Gravebird Ashes +6,墓守鳥の遺灰＋６,守墓鸟的骨灰＋６,Grabvogelasche +6,Cenizas del ave sepulcral +6,Прах могильной птицы +6,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +6,묘지기 새의 뼛가루+6
2202007,Gravebird Ashes +7,墓守鳥の遺灰＋７,守墓鸟的骨灰＋７,Grabvogelasche +7,Cenizas del ave sepulcral +7,Прах могильной птицы +7,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +7,묘지기 새의 뼛가루+7
2202008,Gravebird Ashes +8,墓守鳥の遺灰＋８,守墓鸟的骨灰＋８,Grabvogelasche +8,Cenizas del ave sepulcral +8,Прах могильной птицы +8,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +8,묘지기 새의 뼛가루+8
2202009,Gravebird Ashes +9,墓守鳥の遺灰＋９,守墓鸟的骨灰＋９,Grabvogelasche +9,Cenizas del ave sepulcral +9,Прах могильной птицы +9,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +9,묘지기 새의 뼛가루+9
2202010,Gravebird Ashes +10,墓守鳥の遺灰＋１０,守墓鸟的骨灰＋１０,Grabvogelasche +10,Cenizas del ave sepulcral +10,Прах могильной птицы +10,رﻣﺎد ﻁﺎﺋﺭ اﻟﻣﻘﺑﺭة +10,묘지기 새의 뼛가루+10
2203000,Fire Knight Hilde,火の騎士、ヒルド,“火焰骑士”希德,Feuerritterin Hilde,Огненный рыцарь Хильда,Cavaleira de Fogo Hilde,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر,불의 기사 힐드
2203001,Fire Knight Hilde +1,火の騎士、ヒルド＋１,“火焰骑士”希德＋１,Feuerritterin Hilde +1,Огненный рыцарь Хильда +1,Cavaleira de Fogo Hilde +1,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +1,불의 기사 힐드+1
2203002,Fire Knight Hilde +2,火の騎士、ヒルド＋２,“火焰骑士”希德＋２,Feuerritterin Hilde +2,Огненный рыцарь Хильда +2,Cavaleira de Fogo Hilde +2,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +2,불의 기사 힐드+2
2203003,Fire Knight Hilde +3,火の騎士、ヒルド＋３,“火焰骑士”希德＋３,Feuerritterin Hilde +3,Огненный рыцарь Хильда +3,Cavaleira de Fogo Hilde +3,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +3,불의 기사 힐드+3
2203004,Fire Knight Hilde +4,火の騎士、ヒルド＋４,“火焰骑士”希德＋４,Feuerritterin Hilde +4,Огненный рыцарь Хильда +4,Cavaleira de Fogo Hilde +4,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +4,불의 기사 힐드+4
2203005,Fire Knight Hilde +5,火の騎士、ヒルド＋５,“火焰骑士”希德＋５,Feuerritterin Hilde +5,Огненный рыцарь Хильда +5,Cavaleira de Fogo Hilde +5,ﻫﺎﻳﻠﺩ ﻓﺎرس اﻟﻧﺎر +5,불의 기사 힐드+5
