ID,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
9400,Ancient Dragon Apostle's Cookbook [1],古竜信徒の製法書【１】,古龙信徒的制作笔记【１】,Книга рецептів апостола прадавнього дракона [1],,Справочник древнего драконьего апостола [1],,
9401,Ancient Dragon Apostle's Cookbook [2],古竜信徒の製法書【２】,古龙信徒的制作笔记【２】,Книга рецептів апостола прадавнього дракона [2],,Справочник древнего драконьего апостола [2],,
9402,Ancient Dragon Apostle's Cookbook [4],古竜信徒の製法書【４】,古龙信徒的制作笔记【４】,Книга рецептів апостола прадавнього дракона [4],,Справочник апостола древних драконов [4],,
9403,Ancient Dragon Apostle's Cookbook [3],古竜信徒の製法書【３】,古龙信徒的制作笔记【３】,Книга рецептів апостола прадавнього дракона [3],,Справочник апостола древних драконов [3],,
9420,Fevor's Cookbook [1],ファリスの製法書【１】,法力斯的制作笔记【１】,Книга рецептів Февора [1],,Справочник лекаря [1],,
9421,Fevor's Cookbook [3],ファリスの製法書【３】,法力斯的制作笔记【３】,Книга рецептів Февора [3],,Справочник лекаря [3],,
9422,Fevor's Cookbook [2],ファリスの製法書【２】,法力斯的制作笔记【２】,Книга рецептів Февора [2],,Справочник лекаря [2],,
9423,Missionary's Cookbook [7],宣教師の製法書【７】,传道士的制作笔记【７】,Книга рецептів проповідника [7],,Справочник проповедника [7],,
9440,Frenzied's Cookbook [1],病み人の製法書【１】,罹病者的制作笔记【１】,Книга рецептів божевільних [1],,Справочник безумца [1],,
9441,Frenzied's Cookbook [2],病み人の製法書【２】,罹病者的制作笔记【２】,Книга рецептів божевільних [2],,Справочник безумца [2],,
9500,Cracked Pot,ヒビ壺,龟裂壶,Потрісканий горщик,,Трес. горшок,,
9501,Ritual Pot,儀式壺,仪式壶,Ритуальний горщик,,Ритуальный горшок,,
9510,Perfume Bottle,調香瓶,调香瓶,Парфумерний флакон,,Флакон,,
10000,Glass Shard,ガラス片,玻璃碎片,Скляний уламок,,Осколок стекла,,
10010,Golden Seed,黄金の種子,黄金种子,Золота насінина,,Золотое семечко,,
10020,Sacred Tear,聖杯の雫,圣杯露滴,Священна сльоза,,Священная Слеза,,
10030,Memory Stone,メモリ・ストーン,记忆石,Камінь пам'яті,,Камень памяти,,
10040,Talisman Pouch,お守り袋,护符皮袋,Торбинка для талісманів,,Сумка с талисманами,,
10060,Dragon Heart,竜の心臓,龙心脏,Серце дракона,,Драконье сердце,,
10070,Lost Ashes of War,喪失の戦灰,失力战灰,Втрачений попіл війни,,Потерянный Пепел Войны,,
10080,Great Rune of the Unborn,産まれなき者の大ルーン,无缘诞生者的大卢恩,Велика руна ненароджених,,Великая руна Нерождённых,,
10100,Smithing Stone [1],鍛石【１】,锻造石【１】,Ковальський камінь [1],,Кузнечный камень [1],,
10101,Smithing Stone [2],鍛石【２】,锻造石【２】,Ковальський камінь [2],,Кузнечный камень [2],,
10102,Smithing Stone [3],鍛石【３】,锻造石【３】,Ковальський камінь [3],,Кузнечный камень [3],,
10103,Smithing Stone [4],鍛石【４】,锻造石【４】,Ковальський камінь [4],,Кузнечный камень [4],,
10104,Smithing Stone [5],鍛石【５】,锻造石【５】,Ковальський камінь [5],,Кузнечный камень [5],,
10105,Smithing Stone [6],鍛石【６】,锻造石【６】,Ковальський камінь [6],,Кузнечный камень [6],,
10106,Smithing Stone [7],鍛石【７】,锻造石【７】,Ковальський камінь [7],,Кузнечный камень [7],,
10107,Smithing Stone [8],鍛石【８】,锻造石【８】,Ковальський камінь [8],,Кузнечный камень [8],,
10140,Ancient Dragon Smithing Stone,古竜岩の鍛石,古龙岩锻造石,Ковальський камінь прадавніх драконів,,Драконий кузнечный камень,,
10160,Somber Smithing Stone [1],喪色の鍛石【１】,失色锻造石【１】,Блідий ковальський камінь [1],,Кузнечный камень мрака [1],,
10161,Somber Smithing Stone [2],喪色の鍛石【２】,失色锻造石【２】,Блідий ковальський камінь [2],,Кузнечный камень мрака [2],,
10162,Somber Smithing Stone [3],喪色の鍛石【３】,失色锻造石【３】,Блідий ковальський камінь [3],,Кузнечный камень мрака [3],,
10163,Somber Smithing Stone [4],喪色の鍛石【４】,失色锻造石【４】,Блідий ковальський камінь [4],,Кузнечный камень мрака [4],,
10164,Somber Smithing Stone [5],喪色の鍛石【５】,失色锻造石【５】,Блідий ковальський камінь [5],,Кузнечный камень мрака [5],,
10165,Somber Smithing Stone [6],喪色の鍛石【６】,失色锻造石【６】,Блідий ковальський камінь [6],,Кузнечный камень мрака [6],,
10166,Somber Smithing Stone [7],喪色の鍛石【７】,失色锻造石【７】,Блідий ковальський камінь [7],,Кузнечный камень мрака [7],,
10167,Somber Smithing Stone [8],喪色の鍛石【８】,失色锻造石【８】,Блідий ковальський камінь [8],,Кузнечный камень мрака [8],,
10168,Somber Ancient Dragon Smithing Stone,古竜岩の喪色鍛石,古龙岩失色锻造石,Блідий ковальський камінь прадавніх драконів,,Драконий кузнечный камень мрака,,
10200,Somber Smithing Stone [9],喪色の鍛石【９】,失色锻造石【９】,Блідий ковальський камінь [9],,Кузнечный камень мрака [9],,
10900,Grave Glovewort [1],墓すずらん【１】,墓地铃兰【１】,Могильна конвалія [1],,Могильный ландыш [1],,
10901,Grave Glovewort [2],墓すずらん【２】,墓地铃兰【２】,Могильна конвалія [2],,Могильный ландыш [2],,
10902,Grave Glovewort [3],墓すずらん【３】,墓地铃兰【３】,Могильна конвалія [3],,Могильный ландыш [3],,
10903,Grave Glovewort [4],墓すずらん【４】,墓地铃兰【４】,Могильна конвалія [4],,Могильный ландыш [4],,
10904,Grave Glovewort [5],墓すずらん【５】,墓地铃兰【５】,Могильна конвалія [5],,Могильный ландыш [5],,
10905,Grave Glovewort [6],墓すずらん【６】,墓地铃兰【６】,Могильна конвалія [6],,Могильный ландыш [6],,
10906,Grave Glovewort [7],墓すずらん【７】,墓地铃兰【７】,Могильна конвалія [7],,Могильный ландыш [7],,
10907,Grave Glovewort [8],墓すずらん【８】,墓地铃兰【８】,Могильна конвалія [8],,Могильный ландыш [8],,
10908,Grave Glovewort [9],墓すずらん【９】,墓地铃兰【９】,Могильна конвалія [9],,Могильный ландыш [9],,
10909,Great Grave Glovewort,墓すずらんの大輪,大朵墓地铃兰,Велика могильна конвалія,,Крупный могильный ландыш,,
10910,Ghost Glovewort [1],霊姿の墓すずらん【１】,灵依墓地铃兰【１】,Примарна конвалія [1],,Призрачный ландыш [1],,
10911,Ghost Glovewort [2],霊姿の墓すずらん【２】,灵依墓地铃兰【２】,Примарна конвалія [2],,Призрачный ландыш [2],,
10912,Ghost Glovewort [3],霊姿の墓すずらん【３】,灵依墓地铃兰【３】,Примарна конвалія [3],,Призрачный ландыш [3],,
10913,Ghost Glovewort [4],霊姿の墓すずらん【４】,灵依墓地铃兰【４】,Примарна конвалія [4],,Призрачный ландыш [4],,
10914,Ghost Glovewort [5],霊姿の墓すずらん【５】,灵依墓地铃兰【５】,Примарна конвалія [5],,Призрачный ландыш [5],,
10915,Ghost Glovewort [6],霊姿の墓すずらん【６】,灵依墓地铃兰【６】,Примарна конвалія [6],,Призрачный ландыш [6],,
10916,Ghost Glovewort [7],霊姿の墓すずらん【７】,灵依墓地铃兰【７】,Примарна конвалія [7],,Призрачный ландыш [7],,
10917,Ghost Glovewort [8],霊姿の墓すずらん【８】,灵依墓地铃兰【８】,Примарна конвалія [8],,Призрачный ландыш [8],,
10918,Ghost Glovewort [9],霊姿の墓すずらん【９】,灵依墓地铃兰【９】,Примарна конвалія [9],,Призрачный ландыш [9],,
10919,Great Ghost Glovewort,霊姿すずらんの大輪,大朵灵依墓地铃兰,Велика примарна конвалія,,Крупный призрачный ландыш,,
11000,Crimsonspill Crystal Tear,緋溢れの結晶雫,漫红结晶露滴,Багряна кристалічна сльоза життя,,Пролитая багровая слеза,,
11001,Greenspill Crystal Tear,緑溢れの結晶雫,漫绿结晶露滴,Зелена кристалічна сльоза невтомності,,Пролитая зелёная слеза,,
11002,Crimson Crystal Tear,緋色の結晶雫,红结晶露滴,Багряна кристалічна сльоза,,Багровая кристальная слеза,,
11003,Crimson Crystal Tear,緋色の結晶雫,红结晶露滴,Багряна кристалічна сльоза,,Багровая кристальная слеза,,
11004,Cerulean Crystal Tear,青色の結晶雫,蓝结晶露滴,Лазурова кристалічна сльоза,,Лазурная кристальная слеза,,
11005,Cerulean Crystal Tear,青色の結晶雫,蓝结晶露滴,Лазурова кристалічна сльоза,,Лазурная кристальная слеза,,
11006,Speckled Hardtear,斑彩色の硬雫,斑斓硬露滴,Тверда крапчаста сльоза,,Крапчатая кристальная слеза,,
11007,Crimson Bubbletear,緋色の泡雫,红泡状露滴,Багряна сльоза в бульбашці,,Багровая слеза в пузыре,,
11008,Opaline Bubbletear,真珠色の泡雫,珍珠泡状露滴,Перламутрова сльоза в бульбашці,,Опаловая слеза в пузыре,,
11009,Crimsonburst Crystal Tear,緋湧きの結晶雫,涌红结晶露滴,Багряна кристалічна сльоза буяння,,Разорвавшаяся багровая слеза,,
11010,Greenburst Crystal Tear,緑湧きの結晶雫,涌绿结晶露滴,Зелена кристалічна сльоза буяння,,Разорвавшаяся зелёная слеза,,
11011,Opaline Hardtear,真珠色の硬雫,珍珠硬露滴,Тверда перламутрова сльоза,,Твёрдая опаловая слеза,,
11012,Winged Crystal Tear,羽の結晶雫,羽毛结晶露滴,Крилата кристалічна сльоза,,Крылатая кристальная слеза,,
11013,Thorny Cracked Tear,連棘の割れ雫,连刺破露滴,Колючкова тріснута сльоза,,Колючая треснувшая слеза,,
11014,Spiked Cracked Tear,大棘の割れ雫,大刺破露滴,Шипована тріснута сльоза,,Шипастая треснувшая слеза,,
11015,Windy Crystal Tear,風の結晶雫,风结晶露滴,Вітряна кристалічна сльоза,,Вихревая треснувшая слеза,,
11016,Ruptured Crystal Tear,破裂した結晶雫,爆裂结晶露滴,Луснута кристалічна сльоза,,Лопнувшая кристальная слеза,,
11017,Ruptured Crystal Tear,破裂した結晶雫,爆裂结晶露滴,Луснута кристалічна сльоза,,Лопнувшая кристальная слеза,,
11018,Leaden Hardtear,鉛色の硬雫,铅化硬露滴,Тверда свинцева сльоза,,Твёрдая свинцовая слеза,,
11019,Twiggy Cracked Tear,細枝の割れ雫,细枝破露滴,Гілкувата тріснута сльоза,,Веточковая треснувшая слеза,,
11020,Crimsonwhorl Bubbletear,緋色渦の泡雫,红漩泡状露滴,Сльоза в бульбашці багряного виру,,Багровая слеза-завиток в пузыре,,
11021,Strength-knot Crystal Tear,筋力瘤の結晶雫,力气瘤结晶露滴,Кристалічна сльоза сили,,Кристальная слеза силы,,
11022,Dexterity-knot Crystal Tear,技量瘤の結晶雫,灵巧瘤结晶露滴,Кристалічна сльоза спритності,,Кристальная слеза ловкости,,
11023,Intelligence-knot Crystal Tear,知力瘤の結晶雫,智力瘤结晶露滴,Кристалічна сльоза інтелекту,,Кристальная слеза мудрости,,
11024,Faith-knot Crystal Tear,信仰瘤の結晶雫,信仰瘤结晶露滴,Кристалічна сльоза віри,,Кристальная слеза веры,,
11025,Cerulean Hidden Tear,青色の秘雫,蓝秘密露滴,Лазурова таємна сльоза,,Тайная лазурная слеза,,
11026,Stonebarb Cracked Tear,岩棘の割れ雫,岩刺破露滴,Тріснута сльоза з кам'яним шипом,,Скальная треснувшая слеза,,
11027,Purifying Crystal Tear,浄血の結晶雫,净血结晶露滴,Очисна кристалічна сльоза,,Очищающая кристальная слеза,,
11028,Flame-Shrouding Cracked Tear,炎纏いの割れ雫,带火破露滴,Полум'яна тріснута сльоза,,Пламенная треснувшая слеза,,
11029,Magic-Shrouding Cracked Tear,魔力纏いの割れ雫,带魔力破露滴,Магічна тріснута сльоза,,Магическая треснувшая слеза,,
11030,Lightning-Shrouding Cracked Tear,雷纏いの割れ雫,带雷破露滴,Блискавкова тріснута сльоза,,Молниевая треснувшая слеза,,
11031,Holy-Shrouding Cracked Tear,聖纏いの割れ雫,带圣破露滴,Священна тріснута сльоза,,Святая треснувшая слеза,,
15000,Sliver of Meat,そぎ肉,肉片,Шматок м'яса,,Ломтик мяса,,
15010,Beast Liver,獣肝,野兽肝,Печінка звіра,,Печень монстра,,
15020,Lump of Flesh,獣肉の塊,野兽肉块,Шмат плоті,,Комок плоти,,
15030,Beast Blood,獣血,野兽血液,Кров звіра,,Кровь монстра,,
15040,Old Fang,古牙,古牙,Старе ікло,,Старый клык,,
15050,Budding Horn,角の芽,芽角,Зародковий ріг,,Зачаточный рог,,
15060,Flight Pinion,風切羽,拨风羽毛,Махове перо,,Маховое перо,,
15080,Four-Toed Fowl Foot,四指の鳥脚,四趾鸟爪,Чотирипала пташина лапка,,Четырёхпалая лапка,,
15090,Turtle Neck Meat,亀の首肉,龟颈肉块,Ошийок черепахи,,Мясо с шеи черепахи,,
15100,Human Bone Shard,人骨の欠片,人骨碎片,Уламок людської кістки,,Осколок человеческой кости,,
15110,Great Dragonfly Head,大トンボの頭,大蜻蜓头部,Голова великої бабки,,Голова гигантской стрекозы,,
15120,Slumbering Egg,睡卵,眠卵,Сонне яйце,,Спящее яйцо,,
15130,Crab Eggs,蟹たま,蟹卵,Крабові яйця,,Яйца краба,,
15140,Land Octopus Ovary,蛸たま,章鱼卵,Яєчник наземного восьминога,,Кладка осьминога,,
15150,Miranda Powder,ミランダパウダー,米兰达花粉,Порошок Міранди,,Порошок миранды,,
15160,Strip of White Flesh,白そぎ肉,白色肉片,Шматок білої плоті,,Кусок белой плоти,,
15340,Thin Beast Bones,細い獣骨,细小兽骨,Тонкі кістки звіра,,Тонкие звериные кости,,
15341,Hefty Beast Bone,太い獣骨,粗大兽骨,Велика кістка звіра,,Крупная звериная кость,,
15400,String,紐,绳索,Мотузка,,Бечёвка,,
15410,Living Jar Shard,生き壺の破片,活壶碎片,Уламок живого горщика,,Осколок живого кувшина,,
15420,Albinauric Bloodclot,しろがねの凝血,白金凝血,Згусток крові альбінора,,Сгусток крови альбинора,,
15430,Stormhawk Feather,嵐鷹の羽,风暴鹰羽毛,Перо штормового яструба,,Перо штормового ястреба,,
20650,Poisonbloom,毒花,毒花,Отруйна квітка,,Ядовитый цветок,,
20651,Trina's Lily,トリーナのスイレン,托莉娜睡莲,Латання Тріни,,Лилия Трины,,
20652,Fulgurbloom,雷花,雷电花,Блискавкова квітка,,Грозовой цветок,,
20653,Miquella's Lily,ミケラのスイレン,米凯拉睡莲,Латаття Мікелли,,Лилия Микеллы,,
20654,Grave Violet,墓紫,墓地紫花,Могильна фіалка,,Могильная фиалка,,
20660,Faded Erdleaf Flower,変色した落葉花,变色落叶花,Зів'яла квітка золотолисника,,Увядший цветок из листьев Эрд,,
20680,Erdleaf Flower,落葉花,落叶花,Квітка золотолисника,,Цветок из листьев Эрд,,
20681,Altus Bloom,アルタスの花,亚塔斯花,Квітка Альтуса,,Цветок Альтуса,,
20682,Fire Blossom,火の花,火焰花,Вогняна квітка,,Огненный цветок,,
20683,Golden Sunflower,金輪草,金轮草,Золотий соняшник,,Золотой подсолнух,,
20685,Tarnished Golden Sunflower,色褪せた金輪草,褪色金轮草,Згаслий золотий соняшник,,Поблёкший золотой подсолнух,,
20690,Herba,ヘルバ,赫帕草,Подорожник,,Зелень,,
20691,Arteria Leaf,アルテリアの葉,亚缇莉亚叶,Жилкуватий листок,,Пульсирующий лист,,
20710,Dewkissed Herba,夜露のヘルバ,夜露赫帕草,Подорожник нічної роси,,Росистая трава,,
20720,Rowa Fruit,ロアの実,罗亚果实,Горобина,,Рябина,,
20721,Golden Rowa,黄金のロア,黄金罗亚果实,Золота горобина,,Золотая рябина,,
20722,Rimed Rowa,ロアの原種,罗亚原种果实,Морозна горобина,,Заиндевелая рябина,,
20723,Bloodrose,血の薔薇,血蔷薇,Кривава троянда,,Кровавая роза,,
20740,Eye of Yelough,イエロの瞳,耶罗眼珠,Жовте око,,Жёлтое око,,
20750,Crystal Bud,結晶の木の芽,结晶木芽,Кристалічна брунька,,Кристальный бутон,,
20751,Rimed Crystal Bud,氷結晶の木の芽,冰结晶木芽,Морозна кристалічна брунька,,Заиндевелый кристальный бутон,,
20753,Sacramental Bud,聖血の木の芽,圣血木芽,Священна брунька,,Священный бутон,,
20760,Mushroom,キノコ,蘑菇,Гриб,,Гриб,,
20761,Melted Mushroom,蕩けたキノコ,稠液蘑菇,Розм'яклий гриб,,Размягчённый гриб,,
20770,Toxic Mushroom,毒カビキノコ,毒霉蘑菇,Отруйний гриб,,Ядовитый гриб,,
20775,Root Resin,根脂,根脂,Смола з коріння,,Смола из корня,,
20780,Cracked Crystal,壊れた結晶,崩解结晶,Тріснутий кристал,,Треснувший кристалл,,
20795,Sanctuary Stone,神殿石,神殿石,Священний камінь,,Храмовый камень,,
20800,Nascent Butterfly,幼生蝶,蜕生蝶,Молодий метелик,,Личинка бабочки,,
20801,Aeonian Butterfly,エオニアの蝶,艾奥尼亚蝶,Еонійський метелик,,Бабочка Эонии,,
20802,Smoldering Butterfly,燻り蝶,火星蝶,Вогняний метелик,,Тлеющая бабочка,,
20810,Silver Firefly,銀色ホタル,银色萤火虫,Срібний світлячок,,Серебряный светлячок,,
20811,Gold Firefly,金色ホタル,金色萤火虫,Золотий світлячок,,Золотой светлячок,,
20812,Glintstone Firefly,輝石ホタル,辉石萤火虫,Блискамінний світлячок,,Блестящий светлячок,,
20820,Golden Centipede,黄金百足,黄金百足,Золота багатоніжка,,Золотая многоножка,,
20825,Silver Tear Husk,銀雫の殻,银色泪滴空壳,Оболонка срібної сльози,,Оболочка серебряной слезы,,
20830,Gold-Tinged Excrement,金の排泄物,金色排泄物,Золотисті екскременти,,Золотистые экскременты,,
20831,Blood-Tainted Excrement,血の混じった排泄物,和血排泄物,Закривавлені екскременти,,Кровавые экскременты,,
20840,Cave Moss,洞窟苔,洞窟苔藓,Печерний мох,,Пещерный мох,,
20841,Budding Cave Moss,洞窟苔の花芽,洞窟苔藓的花苞,Квітучий печерний мох,,Цветущий пещерный мох,,
20842,Crystal Cave Moss,洞窟苔の結晶,洞窟苔藓的结晶,Кристалічний печерний мох,,Кристальный пещерный мох,,
20845,Yellow Ember,黄色い残り火,黄色余火,Жовте вугілля,,Жёлтый уголь,,
20850,Volcanic Stone,火山石,火山石,Вулканічний камінь,,Вулканический камень,,
20852,Formic Rock,蟻酸石,蚁酸石,Мурашиний камінь,,Муравьиный камень,,
20855,Gravel Stone,さざれ石,碎石,Гравій,,Мелкий камешек,,
53630,?GoodsName? Holy Water Pot,,,,,,,
200000,Black Knife Tiche,黒き刃、ティシー,“黑刀”狄希,"Тіші, Чорний ніж",,"Тичи, Чёрный нож",,
200001,Black Knife Tiche +1,黒き刃、ティシー＋１,“黑刀”狄希＋１,"Тіші, Чорний ніж +1",,"Тихе, Чёрный нож +1",,
200002,Black Knife Tiche +2,黒き刃、ティシー＋２,“黑刀”狄希＋２,"Тіші, Чорний ніж +2",,"Тичи, Чёрный нож +2",,
200003,Black Knife Tiche +3,黒き刃、ティシー＋３,“黑刀”狄希＋３,"Тіші, Чорний ніж +3",,"Тичи, Чёрный нож +3",,
200004,Black Knife Tiche +4,黒き刃、ティシー＋４,“黑刀”狄希＋４,"Тіші, Чорний ніж +4",,"Тихе, Чёрный нож +4",,
200005,Black Knife Tiche +5,黒き刃、ティシー＋５,“黑刀”狄希＋５,"Тіші, Чорний ніж +5",,"Тичи, Чёрный нож +5",,
200006,Black Knife Tiche +6,黒き刃、ティシー＋６,“黑刀”狄希＋６,"Тіші, Чорний ніж +6",,"Тичи, Чёрный нож +6",,
200007,Black Knife Tiche +7,黒き刃、ティシー＋７,“黑刀”狄希＋７,"Тіші, Чорний ніж +7",,"Тихе, Чёрный нож +7",,
200008,Black Knife Tiche +8,黒き刃、ティシー＋８,“黑刀”狄希＋８,"Тіші, Чорний ніж +8",,"Тичи, Чёрный нож +8",,
200009,Black Knife Tiche +9,黒き刃、ティシー＋９,“黑刀”狄希＋９,"Тіші, Чорний ніж +9",,"Тичи, Чёрный нож +9",,
200010,Black Knife Tiche +10,黒き刃、ティシー＋１０,“黑刀”狄希＋１０,"Тіші, Чорний ніж +10",,"Тихе, Чёрный нож +10",,
201000,Banished Knight Oleg,失地騎士、オレグ,“失乡骑士”奥雷格,"Олег, лицар-вигнанець",,"Олег, рыцарь-изгнанник",,
201001,Banished Knight Oleg +1,失地騎士、オレグ＋１,“失乡骑士”奥雷格＋１,"Олег, лицар-вигнанець +1",,"Олег, рыцарь-изгнанник +1",,
201002,Banished Knight Oleg +2,失地騎士、オレグ＋２,“失乡骑士”奥雷格＋２,"Олег, лицар-вигнанець +2",,"Олег, рыцарь-изгнанник +2",,
201003,Banished Knight Oleg +3,失地騎士、オレグ＋３,“失乡骑士”奥雷格＋３,"Олег, лицар-вигнанець +3",,"Олег, рыцарь-изгнанник +3",,
201004,Banished Knight Oleg +4,失地騎士、オレグ＋４,“失乡骑士”奥雷格＋４,"Олег, лицар-вигнанець +4",,"Олег, рыцарь-изгнанник +4",,
201005,Banished Knight Oleg +5,失地騎士、オレグ＋５,“失乡骑士”奥雷格＋５,"Олег, лицар-вигнанець +5",,"Олег, рыцарь-изгнанник +5",,
201006,Banished Knight Oleg +6,失地騎士、オレグ＋６,“失乡骑士”奥雷格＋６,"Олег, лицар-вигнанець +6",,"Олег, рыцарь-изгнанник +6",,
201007,Banished Knight Oleg +7,失地騎士、オレグ＋７,“失乡骑士”奥雷格＋７,"Олег, лицар-вигнанець +7",,"Олег, рыцарь-изгнанник +7",,
201008,Banished Knight Oleg +8,失地騎士、オレグ＋８,“失乡骑士”奥雷格＋８,"Олег, лицар-вигнанець +8",,"Олег, рыцарь-изгнанник +8",,
201009,Banished Knight Oleg +9,失地騎士、オレグ＋９,“失乡骑士”奥雷格＋９,"Олег, лицар-вигнанець +9",,"Олег, рыцарь-изгнанник +9",,
201010,Banished Knight Oleg +10,失地騎士、オレグ＋１０,“失乡骑士”奥雷格＋１０,"Олег, лицар-вигнанець +10",,"Олег, рыцарь-изгнанник +10",,
202000,Banished Knight Engvall,失地騎士、イングヴァル,“失乡骑士”英格威尔,"Інґвалл, лицар-вигнанець",,"Энгвол, рыцарь-изгнанник",,
202001,Banished Knight Engvall +1,失地騎士、イングヴァル＋１,“失乡骑士”英格威尔＋１,"Інґвалл, лицар-вигнанець +1",,"Энгвол, рыцарь-изгнанник +1",,
202002,Banished Knight Engvall +2,失地騎士、イングヴァル＋２,“失乡骑士”英格威尔＋２,"Інґвалл, лицар-вигнанець +2",,"Энгвол, рыцарь-изгнанник +2",,
202003,Banished Knight Engvall +3,失地騎士、イングヴァル＋３,“失乡骑士”英格威尔＋３,"Інґвалл, лицар-вигнанець +3",,"Энгвол, рыцарь-изгнанник +3",,
202004,Banished Knight Engvall +4,失地騎士、イングヴァル＋４,“失乡骑士”英格威尔＋４,"Інґвалл, лицар-вигнанець +4",,"Энгвол, рыцарь-изгнанник +4",,
202005,Banished Knight Engvall +5,失地騎士、イングヴァル＋５,“失乡骑士”英格威尔＋５,"Інґвалл, лицар-вигнанець +5",,"Энгвол, рыцарь-изгнанник +5",,
202006,Banished Knight Engvall +6,失地騎士、イングヴァル＋６,“失乡骑士”英格威尔＋６,"Інґвалл, лицар-вигнанець +6",,"Энгвол, рыцарь-изгнанник +6",,
202007,Banished Knight Engvall +7,失地騎士、イングヴァル＋７,“失乡骑士”英格威尔＋７,"Інґвалл, лицар-вигнанець +7",,"Энгвол, рыцарь-изгнанник +7",,
202008,Banished Knight Engvall +8,失地騎士、イングヴァル＋８,“失乡骑士”英格威尔＋８,"Інґвалл, лицар-вигнанець +8",,"Энгвол, рыцарь-изгнанник +8",,
202009,Banished Knight Engvall +9,失地騎士、イングヴァル＋９,“失乡骑士”英格威尔＋９,"Інґвалл, лицар-вигнанець +9",,"Энгвол, рыцарь-изгнанник +9",,
202010,Banished Knight Engvall +10,失地騎士、イングヴァル＋１０,“失乡骑士”英格威尔＋１０,"Інґвалл, лицар-вигнанець +10",,"Энгвол, рыцарь-изгнанник +10",,
203000,Fanged Imp Ashes,牙鬼インプの遺灰,尖牙小恶魔的骨灰,Попіл ікластого біса,,Прах клыкастых бесов,,
203001,Fanged Imp Ashes +1,牙鬼インプの遺灰＋１,尖牙小恶魔的骨灰＋１,Попіл ікластого біса +1,,Прах клыкастых бесов +1,,
203002,Fanged Imp Ashes +2,牙鬼インプの遺灰＋２,尖牙小恶魔的骨灰＋２,Попіл ікластого біса +2,,Прах клыкастых бесов +2,,
203003,Fanged Imp Ashes +3,牙鬼インプの遺灰＋３,尖牙小恶魔的骨灰＋３,Попіл ікластого біса +3,,Прах клыкастых бесов +3,,
203004,Fanged Imp Ashes +4,牙鬼インプの遺灰＋４,尖牙小恶魔的骨灰＋４,Попіл ікластого біса +4,,Прах клыкастых бесов +4,,
203005,Fanged Imp Ashes +5,牙鬼インプの遺灰＋５,尖牙小恶魔的骨灰＋５,Попіл ікластого біса +5,,Прах клыкастых бесов +5,,
203006,Fanged Imp Ashes +6,牙鬼インプの遺灰＋６,尖牙小恶魔的骨灰＋６,Попіл ікластого біса +6,,Прах клыкастых бесов +6,,
203007,Fanged Imp Ashes +7,牙鬼インプの遺灰＋７,尖牙小恶魔的骨灰＋７,Попіл ікластого біса +7,,Прах клыкастых бесов +7,,
203008,Fanged Imp Ashes +8,牙鬼インプの遺灰＋８,尖牙小恶魔的骨灰＋８,Попіл ікластого біса +8,,Прах клыкастых бесов +8,,
203009,Fanged Imp Ashes +9,牙鬼インプの遺灰＋９,尖牙小恶魔的骨灰＋９,Попіл ікластого біса +9,,Прах клыкастых бесов +9,,
203010,Fanged Imp Ashes +10,牙鬼インプの遺灰＋１０,尖牙小恶魔的骨灰＋１０,Попіл ікластого біса +10,,Прах клыкастых бесов +10,,
204000,Latenna the Albinauric,しろがねのラティナ,白金之子勒缇娜,Альбінорка Латенна,,"Латенна, альбинорка",,
204001,Latenna the Albinauric +1,しろがねのラティナ＋１,白金之子勒缇娜＋１,Альбінорка Латенна +1,,"Латенна, альбинорка +1",,
204002,Latenna the Albinauric +2,しろがねのラティナ＋２,白金之子勒缇娜＋２,Альбінорка Латенна +2,,"Латенна, альбинорка +2",,
204003,Latenna the Albinauric +3,しろがねのラティナ＋３,白金之子勒缇娜＋３,Альбінорка Латенна +3,,"Латенна, альбинорка +3",,
204004,Latenna the Albinauric +4,しろがねのラティナ＋４,白金之子勒缇娜＋４,Альбінорка Латенна +4,,"Латенна, альбинорка +4",,
204005,Latenna the Albinauric +5,しろがねのラティナ＋５,白金之子勒缇娜＋５,Альбінорка Латенна +5,,"Латенна, альбинорка +5",,
204006,Latenna the Albinauric +6,しろがねのラティナ＋６,白金之子勒缇娜＋６,Альбінорка Латенна +6,,"Латенна, альбинорка +6",,
204007,Latenna the Albinauric +7,しろがねのラティナ＋７,白金之子勒缇娜＋７,Альбінорка Латенна +7,,"Латенна, альбинорка +7",,
204008,Latenna the Albinauric +8,しろがねのラティナ＋８,白金之子勒缇娜＋８,Альбінорка Латенна +8,,"Латенна, альбинорка +8",,
204009,Latenna the Albinauric +9,しろがねのラティナ＋９,白金之子勒缇娜＋９,Альбінорка Латенна +9,,"Латенна, альбинорка +9",,
204010,Latenna the Albinauric +10,しろがねのラティナ＋１０,白金之子勒缇娜＋１０,Альбінорка Латенна +10,,"Латенна, альбинорка +10",,
205000,Nomad Ashes,放浪の民の遺灰,流浪民族的骨灰,Попіл кочівника,,Прах кочевника,,
205001,Nomad Ashes +1,放浪の民の遺灰＋１,流浪民族的骨灰＋１,Попіл кочівника +1,,Прах кочевника +1,,
205002,Nomad Ashes +2,放浪の民の遺灰＋２,流浪民族的骨灰＋２,Попіл кочівника +2,,Прах кочевника +2,,
